return_id,order_id,order_item_id,product_id,return_date,quantity_returned,return_reason,refund_amount
497,902,1804,635,2025-12-25,1,Changed mind,67.0
498,292,593,704,2025-07-09,1,Too large,68.0
499,1271,2543,468,2025-07-15,1,Late delivery,79.2
500,872,1741,260,2025-04-09,1,Too large,58.0
501,243,488,354,2025-05-08,1,Changed mind,132.0
502,867,1731,378,2025-10-19,1,Color not as expected,132.0
503,804,1607,714,2025-10-20,1,Too large,54.0
504,606,1202,115,2025-06-27,1,Changed mind,99.0
505,521,1047,253,2025-02-18,1,Changed mind,75.0
506,710,1420,716,2025-08-12,1,Late delivery,44.0
507,1733,3485,208,2025-03-17,1,Color not as expected,65.0
508,168,335,91,2025-07-04,1,Late delivery,115.2
509,771,1534,859,2025-01-31,1,Quality issue,99.0
510,601,1189,148,2025-11-01,1,Late delivery,125.0
511,1265,2523,828,2025-03-01,1,Color not as expected,44.0
512,10,24,628,2025-01-12,1,Too large,44.0
513,2497,4999,406,2025-12-15,1,Too large,108.0
514,3096,6168,248,2025-03-02,1,Late delivery,53.1
515,1316,2628,311,2025-06-08,1,Changed mind,54.4
516,1102,2184,342,2025-10-14,1,Late delivery,129.0
517,2794,5574,1002,2025-08-24,1,Color not as expected,158.0
518,1945,3911,313,2025-08-15,1,Changed mind,119.0
