order_item_id,order_id,product_id,quantity,unit_price,discount_amount,unit_cost
1718,859,804,2,52.0,0.0,20.85
1719,860,502,1,112.0,0.0,47.12
1720,861,809,2,47.0,0.0,22.88
1721,862,561,1,145.0,0.0,64.01
1722,862,210,1,66.0,13.2,23.02
1723,862,188,1,65.0,0.0,32.74
1724,863,73,1,107.0,0.0,41.9
1725,864,478,2,105.0,0.0,41.76
1726,864,712,1,60.0,0.0,21.93
1727,865,982,2,211.0,0.0,74.19
1728,866,555,1,145.0,7.25,74.99
1729,866,146,3,120.0,0.0,61.97
1730,867,768,1,59.0,0.0,24.59
1731,867,378,2,132.0,0.0,45.71
1732,867,734,1,64.0,0.0,26.12
1733,868,375,1,108.0,0.0,53.81
1734,868,491,3,123.0,0.0,58.13
1735,869,607,1,59.0,0.0,26.85
1736,870,580,1,114.0,0.0,42.24
1737,871,75,3,124.0,0.0,45.29
1738,871,873,2,99.0,9.9,45.62
1739,872,40,1,116.0,23.2,53.01
1740,872,1007,2,149.0,59.6,58.75
1741,872,260,1,58.0,0.0,23.34
1742,873,760,1,58.0,0.0,25.78
1743,873,224,3,66.0,9.9,33.84
1744,873,800,2,46.0,0.0,20.81
1745,873,575,1,115.0,0.0,40.58
1746,874,703,1,58.0,0.0,20.74
1747,874,109,1,99.0,0.0,46.04
1748,875,456,2,119.0,0.0,60.08
1749,876,18,1,119.0,0.0,57.18
1750,877,43,1,116.0,0.0,43.0
1751,877,262,1,62.0,0.0,22.68
1752,878,461,3,138.0,0.0,67.84
1753,878,723,1,67.0,0.0,26.58
1754,878,1045,2,202.0,0.0,75.76
1755,878,361,1,116.0,0.0,43.46
1756,879,304,2,129.0,0.0,61.79
1757,879,630,2,64.0,0.0,31.1
1758,879,652,3,65.0,0.0,28.18
1759,879,533,1,148.0,0.0,61.29
1760,880,172,2,116.0,11.6,41.94
1761,881,250,1,77.0,0.0,26.31
1762,881,671,3,52.0,0.0,26.53
1763,881,540,1,124.0,0.0,47.18
1764,882,221,1,68.0,0.0,24.76
1765,882,819,1,43.0,4.3,16.42
1766,882,215,1,74.0,3.7,29.14
1767,882,1010,2,213.0,42.6,82.88
1768,883,1007,3,149.0,0.0,58.75
1769,883,852,2,115.0,0.0,57.26
1770,883,857,2,104.0,0.0,43.38
1771,884,146,2,120.0,0.0,61.97
1772,884,829,1,49.0,4.9,19.48
1773,884,385,1,124.0,0.0,44.81
1774,885,318,1,122.0,18.3,51.69
1775,885,273,1,73.0,0.0,30.33
1776,885,720,1,55.0,5.5,23.08
1777,885,111,3,117.0,0.0,41.56
1778,886,368,1,98.0,0.0,50.95
1779,887,364,1,122.0,0.0,47.42
1780,888,50,1,123.0,0.0,61.66
1781,889,183,2,58.0,5.8,22.26
1782,889,721,2,66.0,19.8,28.17
1783,890,711,1,62.0,0.0,29.84
1784,891,3,1,111.0,0.0,45.15
1785,892,660,2,48.0,0.0,18.47
1786,893,1009,2,186.0,0.0,68.58
1787,893,765,2,63.0,6.3,22.17
1788,893,982,1,211.0,0.0,74.19
1789,893,1087,1,151.0,0.0,60.28
1790,894,875,2,89.0,0.0,46.07
1791,895,392,3,128.0,0.0,62.61
1792,896,9,1,99.0,0.0,36.41
1793,897,297,3,60.0,0.0,28.66
1794,897,625,1,63.0,0.0,28.22
1795,898,278,3,77.0,11.55,38.83
1796,898,98,3,115.0,0.0,52.4
1797,899,1013,1,168.0,0.0,77.95
1798,899,641,2,49.0,0.0,23.1
1799,899,603,1,67.0,0.0,28.81
1800,899,1060,1,196.0,9.8,89.28
1801,900,824,1,50.0,0.0,17.15
1802,900,61,2,125.0,0.0,59.3
1803,901,457,2,114.0,0.0,47.89
1804,902,635,3,67.0,0.0,23.0
1805,902,407,3,136.0,81.6,51.27
1806,903,290,1,64.0,0.0,29.65
1807,904,1008,1,178.0,8.9,81.55
1808,904,211,1,60.0,0.0,29.67
1809,905,731,3,55.0,0.0,21.22
1810,905,413,1,101.0,0.0,49.0
1811,906,152,2,107.0,0.0,47.51
1812,906,877,1,117.0,0.0,58.12
1813,906,496,1,124.0,0.0,53.98
1814,906,1037,2,194.0,58.2,92.55
1815,907,257,1,65.0,0.0,31.61
1816,907,766,1,65.0,6.5,23.14
1817,908,891,1,111.0,0.0,44.94
1818,908,680,1,58.0,0.0,23.36
1819,909,746,2,64.0,0.0,24.06
1820,910,158,1,104.0,0.0,46.37
1821,910,1101,1,51.0,0.0,22.08
1822,911,652,1,65.0,3.25,28.18
1823,911,741,2,63.0,0.0,30.97
1824,912,788,2,58.0,0.0,20.42
1825,912,550,3,117.0,0.0,50.37
1826,913,872,3,90.0,0.0,35.22
1827,913,336,1,114.0,0.0,50.29
1828,913,137,1,104.0,0.0,52.41
1829,913,240,3,59.0,0.0,27.47
1830,914,802,1,43.0,0.0,19.2
1831,915,969,3,214.0,96.3,84.68
1832,915,300,1,77.0,0.0,33.84
1833,916,490,2,136.0,0.0,56.65
1834,916,342,2,129.0,0.0,63.84
1835,916,202,1,71.0,7.1,25.72
1836,917,356,2,116.0,0.0,44.46
1837,917,496,2,124.0,0.0,53.98
1838,917,187,1,64.0,0.0,30.61
1839,918,1083,1,175.0,0.0,85.39
1840,918,472,1,106.0,5.3,46.89
1841,918,457,1,114.0,0.0,47.89
1842,919,146,1,120.0,0.0,61.97
1843,920,413,1,101.0,0.0,49.0
1844,921,212,1,77.0,0.0,35.57
1845,921,115,2,99.0,0.0,44.64
1846,921,763,2,59.0,5.9,20.79
1847,921,236,3,58.0,26.1,29.74
1848,922,375,3,108.0,0.0,53.81
1849,922,605,2,54.0,0.0,20.79
1850,923,852,1,115.0,0.0,57.26
1851,924,874,1,103.0,0.0,52.61
1852,925,811,1,52.0,10.4,26.66
1853,926,639,2,60.0,0.0,27.04
1854,926,674,3,68.0,20.4,29.3
1855,926,130,1,107.0,0.0,45.21
1856,926,122,2,107.0,0.0,39.42
1857,927,866,2,105.0,21.0,52.62
1858,928,725,1,66.0,3.3,25.45
1859,928,447,2,112.0,22.4,40.03
1860,929,515,2,110.0,0.0,57.1
1861,930,561,3,145.0,43.5,64.01
1862,930,279,2,65.0,0.0,30.68
1863,930,709,1,49.0,0.0,19.76
1864,930,1034,2,171.0,17.1,58.97
1865,931,820,1,44.0,0.0,16.76
1866,932,23,2,111.0,0.0,42.03
1867,933,60,1,125.0,12.5,62.6
1868,933,151,2,115.0,0.0,42.1
1869,933,80,1,121.0,0.0,60.04
1870,933,972,3,215.0,0.0,96.09
1871,934,28,3,98.0,0.0,34.91
1872,934,912,1,68.0,0.0,33.81
1873,935,323,1,123.0,6.15,58.44
1874,936,817,1,57.0,0.0,24.84
1875,937,824,2,50.0,0.0,17.15
1876,937,470,1,136.0,0.0,70.16
1877,938,139,1,116.0,0.0,56.17
1878,938,635,1,67.0,0.0,23.0
1879,939,651,1,63.0,9.45,24.65
1880,940,950,1,202.0,0.0,85.83
1881,941,602,1,56.0,0.0,26.7
1882,941,477,1,113.0,0.0,54.1
1883,942,268,1,60.0,6.0,27.57
1884,943,248,1,59.0,0.0,24.95
1885,943,807,1,45.0,0.0,18.32
1886,944,975,1,208.0,0.0,81.69
1887,945,578,2,124.0,0.0,56.41
1888,945,646,3,66.0,0.0,26.93
1889,946,716,1,55.0,0.0,26.78
1890,946,655,1,50.0,2.5,18.37
1891,947,40,1,116.0,0.0,53.01
1892,947,534,1,145.0,29.0,55.72
1893,947,844,1,116.0,0.0,41.29
1894,947,813,3,50.0,0.0,21.97
1895,948,422,2,112.0,44.8,45.71
1896,948,422,1,112.0,0.0,45.71
1897,949,15,2,122.0,12.2,49.99
1898,950,491,1,123.0,0.0,58.13
1899,951,123,3,127.0,19.05,53.19
1900,951,641,1,49.0,0.0,23.1
1901,951,54,2,105.0,42.0,36.41
1902,952,297,1,60.0,9.0,28.66
1903,952,640,1,60.0,0.0,22.06
1904,952,331,1,112.0,5.6,41.65
1905,953,103,1,108.0,10.8,43.84
1906,953,50,2,123.0,0.0,61.66
1907,954,17,3,98.0,0.0,47.2
1908,954,857,2,104.0,0.0,43.38
1909,954,873,1,99.0,4.95,45.62
1910,955,107,2,113.0,33.9,54.78
1911,955,619,2,49.0,0.0,21.79
1912,955,299,1,65.0,0.0,22.94
1913,956,609,2,65.0,0.0,25.65
1914,956,16,1,119.0,0.0,43.45
1915,957,7,1,108.0,0.0,55.59
1916,958,901,2,79.0,0.0,30.55
1917,958,9,2,99.0,0.0,36.41
1918,959,850,1,111.0,0.0,43.16
1919,960,1028,1,162.0,0.0,83.79
1920,961,829,3,49.0,0.0,19.48
1921,962,261,1,75.0,0.0,37.52
1922,962,388,2,138.0,0.0,58.07
1923,963,74,3,113.0,0.0,49.71
1924,963,261,3,75.0,0.0,37.52
1925,964,220,1,60.0,0.0,31.17
1926,965,336,3,114.0,0.0,50.29
1927,966,332,1,132.0,6.6,45.84
1928,967,134,2,128.0,0.0,58.86
1929,968,566,2,120.0,24.0,52.28
1930,969,742,2,48.0,0.0,21.13
1931,969,630,1,64.0,3.2,31.1
1932,970,905,1,77.0,0.0,37.77
1933,971,514,1,148.0,0.0,56.32
1934,972,717,2,58.0,0.0,22.42
1935,973,234,1,69.0,0.0,24.73
1936,973,936,1,82.0,0.0,30.04
1937,974,354,3,132.0,39.6,68.12
1938,975,852,2,115.0,34.5,57.26
1939,975,1007,1,149.0,0.0,58.75
1940,976,478,2,105.0,31.5,41.76
1941,976,927,1,83.0,4.15,35.06
1942,976,714,2,54.0,0.0,27.4
1943,976,913,1,76.0,0.0,26.23
1944,977,533,2,148.0,0.0,61.29
1945,977,282,1,67.0,0.0,33.68
1946,977,358,3,114.0,0.0,43.25
1947,978,563,1,138.0,0.0,56.77
1948,978,332,3,132.0,0.0,45.84
1949,979,60,1,125.0,0.0,62.6
1950,980,367,1,107.0,0.0,49.6
1951,980,603,1,67.0,0.0,28.81
1952,981,179,2,102.0,0.0,42.91
1953,981,41,1,110.0,0.0,38.22
1954,982,658,2,53.0,0.0,18.33
1955,983,779,1,68.0,0.0,23.67
1956,983,212,1,77.0,3.85,35.57
1957,983,616,2,52.0,5.2,24.79
1958,984,285,1,78.0,0.0,36.62
1959,984,285,3,78.0,0.0,36.62
1960,984,922,2,73.0,0.0,27.57
1961,985,701,3,48.0,0.0,21.99
1962,985,830,1,51.0,0.0,21.92
1963,986,909,1,68.0,10.2,23.87
1964,987,361,2,116.0,0.0,43.46
1965,988,646,3,66.0,19.8,26.93
1966,988,967,2,167.0,0.0,58.6
1967,989,661,1,52.0,0.0,17.88
1968,990,263,3,59.0,8.85,25.45
1969,990,634,1,65.0,0.0,32.93
1970,991,126,1,128.0,0.0,60.06
1971,991,299,1,65.0,9.75,22.94
1972,992,769,3,58.0,0.0,24.95
1973,993,12,1,102.0,0.0,43.41
1974,993,525,1,118.0,5.9,56.6
1975,993,175,1,110.0,0.0,50.09
1976,993,691,2,63.0,25.2,24.53
1977,994,50,1,123.0,0.0,61.66
1978,994,79,1,105.0,5.25,40.1
1979,994,181,1,77.0,0.0,29.41
1980,994,389,3,105.0,0.0,54.14
1981,995,512,3,131.0,0.0,56.2
1982,996,666,1,68.0,0.0,23.64
1983,996,83,2,114.0,11.4,43.62
1984,997,599,2,132.0,0.0,55.14
1985,998,884,1,99.0,0.0,40.97
1986,998,764,1,49.0,7.35,23.08
1987,999,28,1,98.0,14.7,34.91
1988,999,903,1,72.0,3.6,27.29
1989,999,39,2,120.0,0.0,50.13
1990,1000,92,1,114.0,0.0,42.48
1991,1000,96,1,110.0,0.0,39.36
1992,1000,315,1,137.0,6.85,50.61
1993,1001,761,1,65.0,9.75,23.72
1994,1001,918,2,77.0,7.7,32.59
1995,1001,569,1,123.0,0.0,53.59
1996,1002,359,3,133.0,0.0,49.23
1997,1002,231,1,74.0,0.0,31.0
1998,1002,879,2,105.0,0.0,44.55
1999,1002,862,1,100.0,0.0,42.15
2000,1003,297,1,60.0,9.0,28.66
2001,1003,379,1,128.0,0.0,47.39
2002,1003,224,1,66.0,0.0,33.84
2003,1003,209,2,71.0,0.0,35.2
2004,1004,904,1,73.0,0.0,31.9
2005,1004,226,1,62.0,0.0,24.71
2006,1005,969,2,214.0,0.0,84.68
2007,1005,69,2,121.0,24.2,45.49
2008,1005,650,1,55.0,0.0,19.41
2009,1006,1075,1,207.0,0.0,74.17
2010,1007,986,1,209.0,31.35,87.89
2011,1008,395,2,108.0,21.6,52.79
2012,1009,879,2,105.0,10.5,44.55
2013,1010,1063,1,201.0,0.0,69.56
2014,1010,469,2,138.0,0.0,52.35
2015,1010,867,1,110.0,11.0,46.65
2016,1010,142,2,123.0,0.0,42.71
2017,1011,73,1,107.0,0.0,41.9
2018,1012,487,1,138.0,0.0,57.56
2019,1013,73,3,107.0,0.0,41.9
2020,1014,105,2,122.0,0.0,61.6
2021,1014,993,1,219.0,21.9,89.2
2022,1014,201,1,61.0,9.15,28.8
2023,1015,684,1,59.0,0.0,22.59
2024,1016,829,3,49.0,0.0,19.48
2025,1017,384,2,110.0,0.0,41.74
2026,1017,113,1,110.0,0.0,52.9
2027,1018,715,2,55.0,0.0,25.84
2028,1018,842,1,100.0,0.0,47.82
2029,1018,951,1,154.0,23.1,59.14
2030,1019,2,1,121.0,0.0,58.26
2031,1019,706,1,49.0,0.0,19.04
2032,1020,173,1,127.0,0.0,65.94
2033,1020,479,2,125.0,0.0,52.28
2034,1020,169,2,108.0,0.0,40.08
2035,1020,947,2,86.0,0.0,39.68
2036,1021,523,3,117.0,0.0,45.6
2037,1022,842,1,100.0,0.0,47.82
2038,1023,525,1,118.0,0.0,56.6
2039,1023,835,2,47.0,0.0,16.33
2040,1024,196,2,74.0,0.0,31.52
2041,1024,209,2,71.0,0.0,35.2
2042,1025,1007,2,149.0,59.6,58.75
2043,1026,890,2,90.0,0.0,44.28
2044,1027,675,1,51.0,0.0,19.91
2045,1027,422,1,112.0,0.0,45.71
2046,1028,189,3,60.0,36.0,24.08
2047,1028,624,3,51.0,0.0,19.2
2048,1028,856,3,103.0,0.0,51.48
2049,1029,418,1,99.0,0.0,40.05
2050,1029,679,3,57.0,17.1,26.3
2051,1030,730,1,59.0,0.0,23.21
2052,1030,729,1,50.0,0.0,19.88
2053,1030,622,2,64.0,6.4,32.05
2054,1030,398,1,132.0,0.0,44.91
2055,1031,466,2,101.0,0.0,35.75
2056,1032,840,1,48.0,0.0,23.54
2057,1032,729,2,50.0,0.0,19.88
2058,1033,581,1,140.0,14.0,51.47
2059,1034,652,3,65.0,0.0,28.18
2060,1035,689,3,57.0,25.65,19.52
2061,1035,239,1,59.0,0.0,21.25
2062,1036,1103,1,58.0,2.9,25.06
2063,1036,445,1,99.0,0.0,41.89
2064,1036,278,1,77.0,11.55,38.83
2065,1037,577,1,138.0,13.8,66.16
2066,1038,365,2,107.0,0.0,38.53
2067,1038,103,2,108.0,43.2,43.84
2068,1038,772,1,62.0,0.0,24.02
2069,1039,115,2,99.0,0.0,44.64
2070,1040,518,1,125.0,0.0,55.03
2071,1041,717,1,58.0,0.0,22.42
2072,1041,861,2,90.0,0.0,37.41
2073,1041,745,1,52.0,0.0,18.56
2074,1041,829,1,49.0,0.0,19.48
2075,1042,957,1,175.0,17.5,64.45
2076,1042,660,1,48.0,0.0,18.47
2077,1042,862,1,100.0,0.0,42.15
2078,1043,129,3,98.0,0.0,41.33
2079,1044,569,1,123.0,0.0,53.59
2080,1044,781,2,58.0,0.0,21.7
2081,1045,752,1,54.0,10.8,23.43
2082,1046,378,2,132.0,26.4,45.71
2083,1046,329,1,127.0,0.0,53.72
2084,1047,291,1,58.0,0.0,22.26
2085,1048,692,3,55.0,24.75,20.61
2086,1049,88,2,112.0,0.0,38.51
2087,1049,980,1,173.0,0.0,63.22
2088,1050,105,2,122.0,0.0,61.6
2089,1050,861,2,90.0,0.0,37.41
2090,1050,236,3,58.0,0.0,29.74
2091,1050,703,1,58.0,0.0,20.74
2092,1051,201,1,61.0,0.0,28.8
2093,1052,1095,2,19.0,0.0,9.42
2094,1052,6,1,123.0,0.0,55.81
2095,1052,890,2,90.0,0.0,44.28
2096,1053,308,1,108.0,0.0,50.53
2097,1054,844,2,116.0,46.4,41.29
2098,1054,492,1,129.0,19.35,61.16
2099,1054,976,1,209.0,10.45,97.33
2100,1055,112,1,120.0,6.0,61.51
2101,1056,7,1,108.0,16.2,55.59
2102,1056,105,1,122.0,0.0,61.6
2103,1057,631,1,50.0,0.0,21.28
2104,1058,406,3,108.0,0.0,43.67
2105,1059,136,1,105.0,0.0,38.4
2106,1059,827,3,42.0,0.0,16.85
2107,1060,594,1,146.0,0.0,63.53
2108,1061,712,3,60.0,0.0,21.93
2109,1061,729,3,50.0,30.0,19.88
2110,1061,799,1,47.0,9.4,22.07
2111,1061,782,2,48.0,0.0,21.47
2112,1062,712,3,60.0,0.0,21.93
2113,1063,15,2,122.0,0.0,49.99
2114,1064,401,1,132.0,0.0,46.29
2115,1065,380,1,100.0,0.0,48.82
2116,1065,315,2,137.0,0.0,50.61
2117,1065,680,1,58.0,2.9,23.36
2118,1065,576,1,111.0,0.0,40.39
2119,1066,283,2,76.0,0.0,27.21
2120,1067,324,3,106.0,0.0,53.67
2121,1068,361,3,116.0,0.0,43.46
2122,1069,657,1,57.0,0.0,23.63
2123,1070,162,3,107.0,16.05,51.55
2124,1070,312,1,119.0,0.0,50.97
2125,1070,219,1,71.0,0.0,29.35
2126,1070,406,2,108.0,0.0,43.67
2127,1071,613,2,61.0,0.0,25.22
2128,1071,226,2,62.0,6.2,24.71
2129,1071,914,3,78.0,11.7,34.9
2130,1072,793,1,56.0,0.0,22.29
2131,1073,241,1,64.0,0.0,26.3
2132,1074,85,2,112.0,0.0,41.03
2133,1074,311,1,136.0,0.0,67.98
2134,1075,396,1,104.0,0.0,40.43
2135,1075,718,2,55.0,16.5,27.98
2136,1076,639,1,60.0,6.0,27.04
2137,1076,839,1,55.0,0.0,19.91
2138,1076,902,2,77.0,0.0,27.61
2139,1076,891,1,111.0,0.0,44.94
2140,1077,300,1,77.0,15.4,33.84
2141,1078,214,2,63.0,0.0,31.09
2142,1078,428,2,121.0,0.0,41.24
2143,1079,293,1,68.0,0.0,25.39
2144,1080,889,1,104.0,0.0,48.59
2145,1081,309,1,133.0,0.0,53.34
2146,1082,588,3,121.0,0.0,55.84
2147,1083,268,1,60.0,0.0,27.57
2148,1084,227,1,69.0,0.0,32.68
2149,1084,631,1,50.0,0.0,21.28
2150,1084,30,1,102.0,0.0,47.46
2151,1085,415,3,109.0,0.0,44.53
2152,1086,274,1,77.0,0.0,37.21
2153,1086,27,3,110.0,0.0,53.52
2154,1087,321,1,104.0,0.0,52.59
2155,1088,214,1,63.0,0.0,31.09
2156,1089,122,1,107.0,0.0,39.42
2157,1089,560,1,139.0,0.0,55.69
2158,1089,910,1,80.0,0.0,30.72
2159,1089,595,1,148.0,7.4,52.23
2160,1090,346,1,126.0,0.0,64.45
2161,1091,917,1,85.0,0.0,40.17
2162,1092,380,2,100.0,10.0,48.82
2163,1092,216,2,67.0,0.0,26.09
2164,1092,186,1,73.0,0.0,29.27
2165,1093,856,2,103.0,30.9,51.48
2166,1093,715,1,55.0,0.0,25.84
2167,1094,857,2,104.0,0.0,43.38
2168,1094,90,3,113.0,0.0,46.43
2169,1094,913,1,76.0,0.0,26.23
2170,1094,128,1,101.0,10.1,45.03
2171,1095,893,1,89.0,0.0,33.87
2172,1096,465,3,113.0,0.0,45.77
2173,1096,983,2,166.0,0.0,85.88
2174,1096,805,1,56.0,0.0,26.33
2175,1096,269,1,61.0,3.05,27.28
2176,1097,32,1,109.0,0.0,38.78
2177,1098,392,1,128.0,0.0,62.61
2178,1098,883,2,105.0,0.0,45.38
2179,1099,15,2,122.0,0.0,49.99
2180,1099,864,1,111.0,0.0,54.54
2181,1100,113,1,110.0,0.0,52.9
2182,1100,554,1,140.0,0.0,71.81
2183,1101,877,2,117.0,0.0,58.12
2184,1102,342,3,129.0,0.0,63.84
2185,1103,465,1,113.0,0.0,45.77
2186,1103,477,2,113.0,45.2,54.1
2187,1103,635,1,67.0,0.0,23.0
2188,1103,1009,1,186.0,0.0,68.58
2189,1104,823,2,46.0,0.0,20.77
2190,1105,709,2,49.0,4.9,19.76
2191,1105,70,1,98.0,0.0,46.36
2192,1106,611,3,64.0,0.0,24.86
2193,1107,611,3,64.0,0.0,24.86
2194,1108,181,1,77.0,7.7,29.41
2195,1109,136,3,105.0,0.0,38.4
2196,1110,948,1,71.0,0.0,32.88
2197,1110,653,3,57.0,0.0,29.16
2198,1110,408,1,99.0,0.0,35.44
2199,1110,307,1,105.0,0.0,43.52
2200,1111,77,1,120.0,6.0,50.9
2201,1111,300,1,77.0,0.0,33.84
2202,1112,537,3,119.0,0.0,57.51
2203,1112,642,3,57.0,0.0,24.61
2204,1113,1099,1,56.0,11.2,19.79
2205,1114,1013,1,168.0,0.0,77.95
2206,1114,859,1,110.0,11.0,52.45
2207,1114,367,1,107.0,0.0,49.6
2208,1114,749,1,63.0,0.0,21.91
2209,1115,610,1,68.0,3.4,35.18
2210,1115,1054,3,187.0,0.0,64.84
2211,1116,540,1,124.0,0.0,47.18
2212,1116,69,3,121.0,36.3,45.49
2213,1117,59,2,128.0,0.0,64.06
2214,1117,72,1,128.0,0.0,54.78
2215,1117,737,2,62.0,0.0,32.09
2216,1117,835,1,47.0,2.35,16.33
2217,1118,239,1,59.0,0.0,21.25
2218,1119,53,1,121.0,6.05,43.49
2219,1119,875,1,89.0,0.0,46.07
2220,1119,450,1,124.0,0.0,51.74
2221,1120,130,3,107.0,0.0,45.21
2222,1121,508,3,110.0,0.0,47.26
2223,1121,624,2,51.0,0.0,19.2
2224,1122,31,1,109.0,10.9,42.98
2225,1123,954,1,174.0,0.0,84.16
2226,1123,212,3,77.0,0.0,35.57
2227,1123,76,1,98.0,0.0,43.83
2228,1123,322,1,100.0,0.0,40.16
2229,1124,231,1,74.0,0.0,31.0
2230,1125,313,1,119.0,0.0,49.77
2231,1125,851,1,94.0,0.0,46.53
2232,1126,486,1,137.0,0.0,66.86
2233,1126,334,2,119.0,0.0,54.6
2234,1126,644,1,51.0,5.1,19.36
2235,1126,850,1,111.0,0.0,43.16
2236,1127,824,2,50.0,0.0,17.15
2237,1127,532,1,143.0,21.45,65.15
2238,1128,694,1,54.0,0.0,18.6
2239,1128,39,1,120.0,0.0,50.13
2240,1128,959,1,226.0,0.0,80.94
2241,1129,214,1,63.0,0.0,31.09
2242,1129,493,2,123.0,12.3,55.7
2243,1130,3,2,111.0,0.0,45.15
2244,1130,394,1,113.0,0.0,43.71
2245,1130,189,1,60.0,0.0,24.08
2246,1130,484,2,137.0,27.4,47.83
2247,1131,620,1,65.0,9.75,23.92
2248,1131,544,2,117.0,0.0,40.84
2249,1131,766,2,65.0,0.0,23.14
2250,1132,314,1,103.0,0.0,52.67
2251,1132,603,2,67.0,0.0,28.81
2252,1132,595,3,148.0,0.0,52.23
2253,1133,228,1,71.0,7.1,27.97
2254,1133,463,3,120.0,0.0,60.22
2255,1133,465,1,113.0,0.0,45.77
2256,1133,889,1,104.0,0.0,48.59
2257,1134,872,1,90.0,0.0,35.22
2258,1135,301,1,104.0,20.8,40.1
2259,1136,413,2,101.0,0.0,49.0
2260,1136,180,1,100.0,10.0,47.6
2261,1136,959,1,226.0,0.0,80.94
2262,1137,429,2,125.0,0.0,55.16
2263,1138,725,2,66.0,0.0,25.45
2264,1138,301,1,104.0,0.0,40.1
2265,1138,539,2,118.0,0.0,42.99
2266,1139,617,2,48.0,0.0,19.05
2267,1139,1040,1,165.0,0.0,58.93
2268,1140,276,1,71.0,0.0,32.86
2269,1140,165,2,126.0,0.0,54.26
2270,1140,307,1,105.0,0.0,43.52
2271,1141,47,1,113.0,5.65,57.5
2272,1141,1038,2,213.0,0.0,97.32
2273,1142,445,1,99.0,0.0,41.89
2274,1142,118,1,114.0,22.8,51.06
2275,1142,843,1,108.0,0.0,39.14
2276,1143,1012,2,153.0,0.0,57.34
2277,1143,892,2,94.0,0.0,35.12
2278,1143,100,1,127.0,0.0,53.76
2279,1144,566,1,120.0,6.0,52.28
2280,1144,619,3,49.0,0.0,21.79
2281,1144,328,1,114.0,0.0,57.68
2282,1145,890,2,90.0,0.0,44.28
2283,1146,346,3,126.0,37.8,64.45
2284,1147,302,1,132.0,0.0,58.76
2285,1148,534,1,145.0,0.0,55.72
2286,1149,1013,1,168.0,16.8,77.95
2287,1149,770,1,51.0,0.0,24.97
2288,1150,428,1,121.0,0.0,41.24
2289,1151,792,1,46.0,6.9,22.5
2290,1151,11,3,109.0,0.0,46.27
2291,1151,316,1,106.0,0.0,40.87
2292,1151,693,1,56.0,2.8,22.46
2293,1152,612,1,59.0,0.0,26.02
2294,1152,99,1,120.0,0.0,52.38
2295,1152,610,1,68.0,10.2,35.18
2296,1153,868,3,105.0,47.25,43.23
2297,1153,731,3,55.0,0.0,21.22
2298,1154,615,1,51.0,0.0,25.15
2299,1154,708,1,49.0,0.0,18.93
2300,1155,338,1,124.0,0.0,49.8
2301,1155,697,3,48.0,0.0,22.93
2302,1156,365,1,107.0,0.0,38.53
2303,1156,84,1,124.0,0.0,44.51
2304,1156,678,3,56.0,0.0,21.06
2305,1157,758,1,49.0,9.8,18.98
2306,1158,494,2,117.0,0.0,45.52
2307,1158,544,1,117.0,0.0,40.84
2308,1159,738,2,49.0,9.8,21.62
2309,1160,313,1,119.0,0.0,49.77
2310,1160,284,1,67.0,0.0,23.06
2311,1160,464,2,126.0,37.8,53.79
2312,1160,1012,2,153.0,0.0,57.34
2313,1161,24,1,124.0,6.2,47.38
2314,1161,174,2,107.0,0.0,49.62
2315,1162,257,1,65.0,9.75,31.61
2316,1163,121,2,121.0,0.0,47.03
2317,1163,594,1,146.0,7.3,63.53
2318,1163,91,1,128.0,19.2,63.68
2319,1164,224,2,66.0,26.4,33.84
2320,1165,675,1,51.0,5.1,19.91
2321,1166,352,1,118.0,0.0,53.55
2322,1167,147,3,99.0,59.4,44.64
2323,1167,310,3,108.0,0.0,41.48
2324,1167,463,1,120.0,12.0,60.22
2325,1168,20,1,118.0,23.6,50.13
2326,1168,107,2,113.0,0.0,54.78
2327,1168,331,1,112.0,0.0,41.65
2328,1169,913,1,76.0,0.0,26.23
2329,1169,68,1,128.0,0.0,55.19
2330,1170,932,3,73.0,0.0,26.38
2331,1171,668,2,49.0,9.8,16.8
2332,1172,350,1,123.0,0.0,51.65
2333,1173,393,2,117.0,0.0,40.82
2334,1173,693,1,56.0,0.0,22.46
2335,1173,76,1,98.0,9.8,43.83
2336,1174,25,3,106.0,0.0,41.64
2337,1175,899,2,108.0,10.8,53.07
2338,1176,41,1,110.0,0.0,38.22
2339,1177,898,3,90.0,0.0,45.91
2340,1177,426,2,122.0,0.0,56.17
2341,1178,507,1,143.0,14.3,54.69
2342,1178,929,1,76.0,15.2,27.53
2343,1178,325,2,124.0,0.0,42.21
2344,1179,673,2,48.0,19.2,20.66
2345,1180,729,3,50.0,0.0,19.88
2346,1181,1023,1,217.0,0.0,109.56
2347,1182,419,1,116.0,23.2,52.66
2348,1182,714,1,54.0,0.0,27.4
2349,1183,808,2,50.0,0.0,19.11
2350,1183,110,1,126.0,0.0,56.77
2351,1183,1079,1,189.0,0.0,71.85
2352,1184,296,2,72.0,0.0,25.91
2353,1185,198,2,71.0,0.0,35.22
2354,1186,1025,1,152.0,0.0,68.12
2355,1187,18,2,119.0,0.0,57.18
2356,1187,306,1,102.0,5.1,39.54
2357,1188,732,3,52.0,0.0,20.13
2358,1188,751,1,57.0,11.4,24.37
2359,1189,138,2,99.0,0.0,33.76
2360,1189,719,1,53.0,0.0,21.1
2361,1189,54,3,105.0,0.0,36.41
2362,1189,77,1,120.0,0.0,50.9
