product_id,product_name,category,gender,color,size,season,unit_cost,retail_price,launch_date,product_status
291,Sunday Performance Short,Shorts,Women,Charcoal,XS,Spring,22.26,58.0,2025-09-03,active
292,Sunday Performance Short,Shorts,Women,Charcoal,S,Summer,33.41,67.0,2025-04-27,active
293,Sunday Performance Short,Shorts,Women,Charcoal,M,Fall,25.39,68.0,2024-05-09,active
294,Sunday Performance Short,Shorts,Women,Charcoal,L,Spring,22.82,59.0,2024-10-26,active
295,Sunday Performance Short,Shorts,Women,Charcoal,XL,Winter,29.74,58.0,2024-11-04,active
296,Sunday Performance Short,Shorts,Women,Oat,XS,Summer,25.91,72.0,2024-11-13,active
297,Sunday Performance Short,Shorts,Women,Oat,S,Core,28.66,60.0,2024-07-07,active
298,Sunday Performance Short,Shorts,Women,Oat,M,Core,38.27,74.0,2025-07-31,active
299,Sunday Performance Short,Shorts,Women,Oat,L,Spring,22.94,65.0,2025-09-01,active
300,Sunday Performance Short,Shorts,Women,Oat,XL,Spring,33.84,77.0,2024-07-13,active
301,Cloud Fleece Hoodie,Hoodies,Men,Stone,XS,Spring,40.1,104.0,2024-10-17,active
302,Cloud Fleece Hoodie,Hoodies,Men,Stone,S,Winter,58.76,132.0,2024-12-01,active
303,Cloud Fleece Hoodie,Hoodies,Men,Stone,M,Spring,44.75,110.0,2025-06-18,active
304,Cloud Fleece Hoodie,Hoodies,Men,Stone,L,Winter,61.79,129.0,2024-01-28,active
305,Cloud Fleece Hoodie,Hoodies,Men,Stone,XL,Winter,49.19,136.0,2024-05-29,active
306,Cloud Fleece Hoodie,Hoodies,Men,Plum,XS,Winter,39.54,102.0,2024-04-23,active
307,Cloud Fleece Hoodie,Hoodies,Men,Plum,S,Spring,43.52,105.0,2024-02-09,active
308,Cloud Fleece Hoodie,Hoodies,Men,Plum,M,Fall,50.53,108.0,2024-03-26,active
309,Cloud Fleece Hoodie,Hoodies,Men,Plum,L,Winter,53.34,133.0,2024-12-08,active
310,Cloud Fleece Hoodie,Hoodies,Men,Plum,XL,Spring,41.48,108.0,2024-07-08,active
311,Cloud Fleece Hoodie,Hoodies,Men,White,XS,Summer,67.98,136.0,2024-01-02,active
312,Cloud Fleece Hoodie,Hoodies,Men,White,S,Summer,50.97,119.0,2024-10-15,active
313,Cloud Fleece Hoodie,Hoodies,Men,White,M,Summer,49.77,119.0,2024-08-19,active
314,Cloud Fleece Hoodie,Hoodies,Men,White,L,Core,52.67,103.0,2024-02-27,active
315,Cloud Fleece Hoodie,Hoodies,Men,White,XL,Core,50.61,137.0,2024-08-26,active
316,Cloud Fleece Hoodie,Hoodies,Men,Oat,XS,Summer,40.87,106.0,2025-07-13,active
317,Cloud Fleece Hoodie,Hoodies,Men,Oat,S,Core,51.51,102.0,2024-01-02,active
318,Cloud Fleece Hoodie,Hoodies,Men,Oat,M,Fall,51.69,122.0,2025-09-13,active
319,Cloud Fleece Hoodie,Hoodies,Men,Oat,L,Spring,44.47,119.0,2025-06-21,active
320,Cloud Fleece Hoodie,Hoodies,Men,Oat,XL,Core,62.03,131.0,2024-08-25,active
321,Cloud Fleece Hoodie,Hoodies,Women,Stone,XS,Fall,52.59,104.0,2025-03-12,active
322,Cloud Fleece Hoodie,Hoodies,Women,Stone,S,Winter,40.16,100.0,2024-02-06,active
323,Cloud Fleece Hoodie,Hoodies,Women,Stone,M,Core,58.44,123.0,2025-02-11,active
324,Cloud Fleece Hoodie,Hoodies,Women,Stone,L,Summer,53.67,106.0,2024-12-05,active
325,Cloud Fleece Hoodie,Hoodies,Women,Stone,XL,Summer,42.21,124.0,2024-12-19,active
326,Cloud Fleece Hoodie,Hoodies,Women,Plum,XS,Winter,38.28,109.0,2024-09-11,active
327,Cloud Fleece Hoodie,Hoodies,Women,Plum,S,Fall,37.84,103.0,2025-05-19,active
328,Cloud Fleece Hoodie,Hoodies,Women,Plum,M,Fall,57.68,114.0,2025-02-18,active
329,Cloud Fleece Hoodie,Hoodies,Women,Plum,L,Winter,53.72,127.0,2024-07-12,active
330,Cloud Fleece Hoodie,Hoodies,Women,Plum,XL,Fall,51.86,122.0,2025-01-27,active
331,Cloud Fleece Hoodie,Hoodies,Women,White,XS,Core,41.65,112.0,2024-02-28,active
332,Cloud Fleece Hoodie,Hoodies,Women,White,S,Summer,45.84,132.0,2025-09-24,active
333,Cloud Fleece Hoodie,Hoodies,Women,White,M,Fall,63.64,134.0,2024-06-26,active
334,Cloud Fleece Hoodie,Hoodies,Women,White,L,Summer,54.6,119.0,2024-04-20,active
335,Cloud Fleece Hoodie,Hoodies,Women,White,XL,Summer,55.21,136.0,2025-04-15,active
336,Cloud Fleece Hoodie,Hoodies,Women,Oat,XS,Fall,50.29,114.0,2024-04-05,active
337,Cloud Fleece Hoodie,Hoodies,Women,Oat,S,Spring,59.39,118.0,2024-07-30,active
338,Cloud Fleece Hoodie,Hoodies,Women,Oat,M,Fall,49.8,124.0,2025-03-21,active
339,Cloud Fleece Hoodie,Hoodies,Women,Oat,L,Summer,42.07,116.0,2025-06-13,active
340,Cloud Fleece Hoodie,Hoodies,Women,Oat,XL,Summer,57.25,125.0,2025-04-14,active
341,Cloud Fleece Hoodie,Hoodies,Unisex,Stone,XS,Spring,39.08,98.0,2025-05-30,active
342,Cloud Fleece Hoodie,Hoodies,Unisex,Stone,S,Core,63.84,129.0,2025-04-25,active
343,Cloud Fleece Hoodie,Hoodies,Unisex,Stone,M,Winter,45.41,125.0,2025-07-11,active
344,Cloud Fleece Hoodie,Hoodies,Unisex,Stone,L,Core,40.28,103.0,2024-06-28,active
345,Cloud Fleece Hoodie,Hoodies,Unisex,Stone,XL,Fall,50.82,135.0,2025-09-06,active
346,Cloud Fleece Hoodie,Hoodies,Unisex,Plum,XS,Winter,64.45,126.0,2025-01-07,active
347,Cloud Fleece Hoodie,Hoodies,Unisex,Plum,S,Winter,48.88,108.0,2024-02-11,active
348,Cloud Fleece Hoodie,Hoodies,Unisex,Plum,M,Fall,56.85,138.0,2024-10-08,active
349,Cloud Fleece Hoodie,Hoodies,Unisex,Plum,L,Core,40.38,98.0,2025-03-24,active
350,Cloud Fleece Hoodie,Hoodies,Unisex,Plum,XL,Core,51.65,123.0,2024-04-22,active
351,Cloud Fleece Hoodie,Hoodies,Unisex,White,XS,Winter,52.93,133.0,2025-07-02,active
352,Cloud Fleece Hoodie,Hoodies,Unisex,White,S,Core,53.55,118.0,2025-06-04,active
353,Cloud Fleece Hoodie,Hoodies,Unisex,White,M,Summer,54.46,108.0,2025-09-02,active
354,Cloud Fleece Hoodie,Hoodies,Unisex,White,L,Core,68.12,132.0,2024-01-14,active
355,Cloud Fleece Hoodie,Hoodies,Unisex,White,XL,Winter,61.57,129.0,2024-03-08,active
356,Cloud Fleece Hoodie,Hoodies,Unisex,Oat,XS,Winter,44.46,116.0,2025-01-22,active
357,Cloud Fleece Hoodie,Hoodies,Unisex,Oat,S,Summer,42.12,109.0,2024-10-22,active
358,Cloud Fleece Hoodie,Hoodies,Unisex,Oat,M,Summer,43.25,114.0,2025-02-24,active
359,Cloud Fleece Hoodie,Hoodies,Unisex,Oat,L,Spring,49.23,133.0,2024-08-22,active
360,Cloud Fleece Hoodie,Hoodies,Unisex,Oat,XL,Summer,53.67,111.0,2024-03-26,active
361,Daily Restore Hoodie,Hoodies,Men,Stone,XS,Spring,43.46,116.0,2025-10-01,active
362,Daily Restore Hoodie,Hoodies,Men,Stone,S,Core,44.7,99.0,2024-09-27,active
363,Daily Restore Hoodie,Hoodies,Men,Stone,M,Spring,38.43,109.0,2025-09-19,active
364,Daily Restore Hoodie,Hoodies,Men,Stone,L,Core,47.42,122.0,2025-05-21,active
365,Daily Restore Hoodie,Hoodies,Men,Stone,XL,Core,38.53,107.0,2025-02-28,active
366,Daily Restore Hoodie,Hoodies,Men,Oat,XS,Fall,50.36,121.0,2024-04-22,active
367,Daily Restore Hoodie,Hoodies,Men,Oat,S,Winter,49.6,107.0,2024-11-16,active
368,Daily Restore Hoodie,Hoodies,Men,Oat,M,Fall,50.95,98.0,2025-09-26,active
369,Daily Restore Hoodie,Hoodies,Men,Oat,L,Core,48.04,102.0,2024-03-01,active
370,Daily Restore Hoodie,Hoodies,Men,Oat,XL,Fall,46.95,111.0,2024-07-22,active
371,Daily Restore Hoodie,Hoodies,Men,White,XS,Summer,48.87,106.0,2024-02-02,active
372,Daily Restore Hoodie,Hoodies,Men,White,S,Core,54.37,111.0,2025-05-18,active
373,Daily Restore Hoodie,Hoodies,Men,White,M,Winter,54.11,136.0,2024-09-23,active
374,Daily Restore Hoodie,Hoodies,Men,White,L,Core,54.41,127.0,2025-05-27,active
375,Daily Restore Hoodie,Hoodies,Men,White,XL,Spring,53.81,108.0,2024-04-02,active
376,Daily Restore Hoodie,Hoodies,Men,Black,XS,Spring,48.41,111.0,2024-04-08,active
377,Daily Restore Hoodie,Hoodies,Men,Black,S,Fall,40.13,118.0,2024-02-03,active
378,Daily Restore Hoodie,Hoodies,Men,Black,M,Winter,45.71,132.0,2025-05-10,active
379,Daily Restore Hoodie,Hoodies,Men,Black,L,Spring,47.39,128.0,2025-06-10,active
380,Daily Restore Hoodie,Hoodies,Men,Black,XL,Fall,48.82,100.0,2025-07-04,active
381,Daily Restore Hoodie,Hoodies,Women,Stone,XS,Summer,41.38,116.0,2025-06-08,active
382,Daily Restore Hoodie,Hoodies,Women,Stone,S,Winter,46.36,120.0,2025-04-17,active
383,Daily Restore Hoodie,Hoodies,Women,Stone,M,Fall,50.36,106.0,2024-11-18,active
384,Daily Restore Hoodie,Hoodies,Women,Stone,L,Summer,41.74,110.0,2024-08-23,active
385,Daily Restore Hoodie,Hoodies,Women,Stone,XL,Spring,44.81,124.0,2025-04-25,active
386,Daily Restore Hoodie,Hoodies,Women,Oat,XS,Core,41.24,111.0,2024-04-22,active
387,Daily Restore Hoodie,Hoodies,Women,Oat,S,Spring,51.83,100.0,2024-09-12,active
388,Daily Restore Hoodie,Hoodies,Women,Oat,M,Summer,58.07,138.0,2025-02-22,active
389,Daily Restore Hoodie,Hoodies,Women,Oat,L,Core,54.14,105.0,2025-07-14,active
390,Daily Restore Hoodie,Hoodies,Women,Oat,XL,Winter,44.05,116.0,2024-05-03,active
391,Daily Restore Hoodie,Hoodies,Women,White,XS,Fall,64.23,136.0,2024-07-04,active
392,Daily Restore Hoodie,Hoodies,Women,White,S,Winter,62.61,128.0,2024-12-18,active
393,Daily Restore Hoodie,Hoodies,Women,White,M,Winter,40.82,117.0,2024-01-18,active
394,Daily Restore Hoodie,Hoodies,Women,White,L,Fall,43.71,113.0,2024-11-07,active
395,Daily Restore Hoodie,Hoodies,Women,White,XL,Fall,52.79,108.0,2025-04-30,active
396,Daily Restore Hoodie,Hoodies,Women,Black,XS,Fall,40.43,104.0,2024-09-03,active
397,Daily Restore Hoodie,Hoodies,Women,Black,S,Winter,45.92,104.0,2024-07-20,active
398,Daily Restore Hoodie,Hoodies,Women,Black,M,Summer,44.91,132.0,2024-02-12,active
399,Daily Restore Hoodie,Hoodies,Women,Black,L,Spring,55.67,122.0,2025-07-26,active
400,Daily Restore Hoodie,Hoodies,Women,Black,XL,Fall,56.05,132.0,2025-07-23,active
401,Daily Restore Hoodie,Hoodies,Unisex,Stone,XS,Summer,46.29,132.0,2025-08-21,active
402,Daily Restore Hoodie,Hoodies,Unisex,Stone,S,Winter,43.9,117.0,2025-01-09,active
403,Daily Restore Hoodie,Hoodies,Unisex,Stone,M,Summer,35.43,99.0,2024-05-17,active
404,Daily Restore Hoodie,Hoodies,Unisex,Stone,L,Spring,37.91,102.0,2024-09-27,active
405,Daily Restore Hoodie,Hoodies,Unisex,Stone,XL,Summer,49.31,124.0,2025-07-04,active
406,Daily Restore Hoodie,Hoodies,Unisex,Oat,XS,Summer,43.67,108.0,2024-02-05,active
407,Daily Restore Hoodie,Hoodies,Unisex,Oat,S,Core,51.27,136.0,2025-01-25,active
408,Daily Restore Hoodie,Hoodies,Unisex,Oat,M,Spring,35.44,99.0,2025-08-17,active
409,Daily Restore Hoodie,Hoodies,Unisex,Oat,L,Spring,45.15,100.0,2024-03-14,active
410,Daily Restore Hoodie,Hoodies,Unisex,Oat,XL,Core,50.43,106.0,2025-06-29,active
411,Daily Restore Hoodie,Hoodies,Unisex,White,XS,Spring,65.44,126.0,2024-12-02,active
412,Daily Restore Hoodie,Hoodies,Unisex,White,S,Core,42.22,106.0,2024-09-13,active
413,Daily Restore Hoodie,Hoodies,Unisex,White,M,Spring,49.0,101.0,2025-01-04,active
414,Daily Restore Hoodie,Hoodies,Unisex,White,L,Fall,55.87,130.0,2025-09-18,active
415,Daily Restore Hoodie,Hoodies,Unisex,White,XL,Summer,44.53,109.0,2025-09-13,active
416,Daily Restore Hoodie,Hoodies,Unisex,Black,XS,Summer,47.2,130.0,2025-01-09,active
417,Daily Restore Hoodie,Hoodies,Unisex,Black,S,Core,38.01,106.0,2024-05-03,active
418,Daily Restore Hoodie,Hoodies,Unisex,Black,M,Fall,40.05,99.0,2025-01-12,active
419,Daily Restore Hoodie,Hoodies,Unisex,Black,L,Core,52.66,116.0,2024-10-03,active
420,Daily Restore Hoodie,Hoodies,Unisex,Black,XL,Summer,53.36,130.0,2025-08-19,active
421,Studio Soft Hoodie,Hoodies,Men,Plum,XS,Core,54.97,125.0,2024-08-24,active
422,Studio Soft Hoodie,Hoodies,Men,Plum,S,Summer,45.71,112.0,2024-12-06,active
423,Studio Soft Hoodie,Hoodies,Men,Plum,M,Core,48.9,104.0,2025-09-11,active
424,Studio Soft Hoodie,Hoodies,Men,Plum,L,Fall,46.78,106.0,2025-04-30,active
425,Studio Soft Hoodie,Hoodies,Men,Plum,XL,Spring,52.79,108.0,2025-09-13,active
426,Studio Soft Hoodie,Hoodies,Men,Charcoal,XS,Winter,56.17,122.0,2025-09-27,active
427,Studio Soft Hoodie,Hoodies,Men,Charcoal,S,Core,55.85,136.0,2024-03-07,active
428,Studio Soft Hoodie,Hoodies,Men,Charcoal,M,Core,41.24,121.0,2025-01-29,active
429,Studio Soft Hoodie,Hoodies,Men,Charcoal,L,Summer,55.16,125.0,2024-02-23,active
430,Studio Soft Hoodie,Hoodies,Men,Charcoal,XL,Summer,63.15,128.0,2024-06-02,active
431,Studio Soft Hoodie,Hoodies,Men,Stone,XS,Core,39.9,117.0,2024-12-29,active
432,Studio Soft Hoodie,Hoodies,Men,Stone,S,Core,55.3,111.0,2025-09-24,active
433,Studio Soft Hoodie,Hoodies,Men,Stone,M,Fall,47.03,121.0,2025-03-06,active
434,Studio Soft Hoodie,Hoodies,Men,Stone,L,Summer,55.39,129.0,2024-05-17,active
435,Studio Soft Hoodie,Hoodies,Men,Stone,XL,Core,70.34,137.0,2025-05-21,active
436,Studio Soft Hoodie,Hoodies,Men,Navy,XS,Fall,46.93,105.0,2025-09-07,active
437,Studio Soft Hoodie,Hoodies,Men,Navy,S,Fall,40.48,113.0,2024-09-06,active
438,Studio Soft Hoodie,Hoodies,Men,Navy,M,Winter,51.67,117.0,2025-02-12,active
439,Studio Soft Hoodie,Hoodies,Men,Navy,L,Spring,50.81,122.0,2025-08-21,active
440,Studio Soft Hoodie,Hoodies,Men,Navy,XL,Summer,41.55,115.0,2025-07-17,active
441,Studio Soft Hoodie,Hoodies,Women,Plum,XS,Winter,51.64,132.0,2025-03-27,active
442,Studio Soft Hoodie,Hoodies,Women,Plum,S,Fall,45.79,133.0,2025-08-24,active
443,Studio Soft Hoodie,Hoodies,Women,Plum,M,Winter,54.31,117.0,2025-01-06,active
444,Studio Soft Hoodie,Hoodies,Women,Plum,L,Spring,50.98,125.0,2025-05-20,active
445,Studio Soft Hoodie,Hoodies,Women,Plum,XL,Core,41.89,99.0,2025-09-07,active
446,Studio Soft Hoodie,Hoodies,Women,Charcoal,XS,Fall,38.7,106.0,2025-01-02,active
447,Studio Soft Hoodie,Hoodies,Women,Charcoal,S,Spring,40.03,112.0,2024-11-23,active
448,Studio Soft Hoodie,Hoodies,Women,Charcoal,M,Summer,55.36,114.0,2024-09-22,active
449,Studio Soft Hoodie,Hoodies,Women,Charcoal,L,Core,46.19,101.0,2025-09-26,active
450,Studio Soft Hoodie,Hoodies,Women,Charcoal,XL,Summer,51.74,124.0,2024-03-26,active
451,Studio Soft Hoodie,Hoodies,Women,Stone,XS,Fall,43.19,99.0,2024-08-24,active
452,Studio Soft Hoodie,Hoodies,Women,Stone,S,Fall,47.58,137.0,2024-05-10,active
453,Studio Soft Hoodie,Hoodies,Women,Stone,M,Summer,55.28,110.0,2024-09-05,active
454,Studio Soft Hoodie,Hoodies,Women,Stone,L,Summer,66.74,136.0,2025-08-06,active
455,Studio Soft Hoodie,Hoodies,Women,Stone,XL,Winter,49.02,100.0,2025-08-22,active
456,Studio Soft Hoodie,Hoodies,Women,Navy,XS,Winter,60.08,119.0,2025-07-11,active
457,Studio Soft Hoodie,Hoodies,Women,Navy,S,Spring,47.89,114.0,2025-09-25,active
458,Studio Soft Hoodie,Hoodies,Women,Navy,M,Fall,54.24,137.0,2025-05-21,active
459,Studio Soft Hoodie,Hoodies,Women,Navy,L,Winter,55.98,109.0,2024-05-07,active
460,Studio Soft Hoodie,Hoodies,Women,Navy,XL,Spring,62.17,133.0,2024-12-12,active
461,Studio Soft Hoodie,Hoodies,Unisex,Plum,XS,Winter,67.84,138.0,2024-08-19,active
462,Studio Soft Hoodie,Hoodies,Unisex,Plum,S,Summer,49.77,103.0,2024-07-11,active
463,Studio Soft Hoodie,Hoodies,Unisex,Plum,M,Fall,60.22,120.0,2024-05-17,active
464,Studio Soft Hoodie,Hoodies,Unisex,Plum,L,Core,53.79,126.0,2024-10-19,active
465,Studio Soft Hoodie,Hoodies,Unisex,Plum,XL,Spring,45.77,113.0,2024-05-04,active
466,Studio Soft Hoodie,Hoodies,Unisex,Charcoal,XS,Winter,35.75,101.0,2024-12-29,active
467,Studio Soft Hoodie,Hoodies,Unisex,Charcoal,S,Spring,58.87,116.0,2025-06-18,active
468,Studio Soft Hoodie,Hoodies,Unisex,Charcoal,M,Summer,36.47,99.0,2025-07-04,active
469,Studio Soft Hoodie,Hoodies,Unisex,Charcoal,L,Winter,52.35,138.0,2024-09-02,active
470,Studio Soft Hoodie,Hoodies,Unisex,Charcoal,XL,Fall,70.16,136.0,2024-01-27,active
471,Studio Soft Hoodie,Hoodies,Unisex,Stone,XS,Spring,36.76,100.0,2025-08-20,active
472,Studio Soft Hoodie,Hoodies,Unisex,Stone,S,Summer,46.89,106.0,2024-08-21,active
473,Studio Soft Hoodie,Hoodies,Unisex,Stone,M,Fall,54.32,120.0,2025-05-24,active
474,Studio Soft Hoodie,Hoodies,Unisex,Stone,L,Winter,58.66,130.0,2025-02-21,active
475,Studio Soft Hoodie,Hoodies,Unisex,Stone,XL,Fall,54.76,136.0,2024-03-12,active
476,Studio Soft Hoodie,Hoodies,Unisex,Navy,XS,Core,44.81,107.0,2025-02-01,active
477,Studio Soft Hoodie,Hoodies,Unisex,Navy,S,Fall,54.1,113.0,2024-03-20,active
478,Studio Soft Hoodie,Hoodies,Unisex,Navy,M,Spring,41.76,105.0,2024-04-28,active
479,Studio Soft Hoodie,Hoodies,Unisex,Navy,L,Winter,52.28,125.0,2025-06-01,active
480,Studio Soft Hoodie,Hoodies,Unisex,Navy,XL,Winter,47.04,127.0,2025-04-02,active
481,Elevation Half-Zip,Half-Zips,Men,Charcoal,XS,Core,45.63,109.0,2024-11-21,active
482,Elevation Half-Zip,Half-Zips,Men,Charcoal,S,Fall,47.72,112.0,2024-11-07,active
483,Elevation Half-Zip,Half-Zips,Men,Charcoal,M,Summer,65.67,147.0,2024-02-12,active
484,Elevation Half-Zip,Half-Zips,Men,Charcoal,L,Core,47.83,137.0,2025-02-12,active
485,Elevation Half-Zip,Half-Zips,Men,Charcoal,XL,Fall,54.15,108.0,2024-10-27,active
486,Elevation Half-Zip,Half-Zips,Men,Black,XS,Winter,66.86,137.0,2024-02-08,active
487,Elevation Half-Zip,Half-Zips,Men,Black,S,Winter,57.56,138.0,2025-05-15,active
488,Elevation Half-Zip,Half-Zips,Men,Black,M,Summer,52.16,115.0,2025-07-01,active
489,Elevation Half-Zip,Half-Zips,Men,Black,L,Core,57.62,125.0,2025-02-28,active
490,Elevation Half-Zip,Half-Zips,Men,Black,XL,Core,56.65,136.0,2024-08-25,active
491,Elevation Half-Zip,Half-Zips,Men,Stone,XS,Fall,58.13,123.0,2024-11-19,active
492,Elevation Half-Zip,Half-Zips,Men,Stone,S,Spring,61.16,129.0,2024-05-17,active
493,Elevation Half-Zip,Half-Zips,Men,Stone,M,Winter,55.7,123.0,2024-05-07,active
494,Elevation Half-Zip,Half-Zips,Men,Stone,L,Spring,45.52,117.0,2025-07-26,active
495,Elevation Half-Zip,Half-Zips,Men,Stone,XL,Spring,41.19,112.0,2025-09-03,active
496,Elevation Half-Zip,Half-Zips,Men,Oat,XS,Core,53.98,124.0,2024-07-05,active
497,Elevation Half-Zip,Half-Zips,Men,Oat,S,Spring,64.04,137.0,2025-05-01,active
498,Elevation Half-Zip,Half-Zips,Men,Oat,M,Spring,58.8,138.0,2024-08-16,active
499,Elevation Half-Zip,Half-Zips,Men,Oat,L,Spring,48.65,123.0,2024-06-23,active
500,Elevation Half-Zip,Half-Zips,Men,Oat,XL,Spring,63.5,136.0,2024-12-18,active
501,Elevation Half-Zip,Half-Zips,Women,Charcoal,XS,Winter,60.1,125.0,2024-11-03,active
502,Elevation Half-Zip,Half-Zips,Women,Charcoal,S,Core,47.12,112.0,2025-06-05,active
503,Elevation Half-Zip,Half-Zips,Women,Charcoal,M,Spring,48.19,119.0,2024-06-03,active
504,Elevation Half-Zip,Half-Zips,Women,Charcoal,L,Summer,48.04,117.0,2024-10-26,active
505,Elevation Half-Zip,Half-Zips,Women,Charcoal,XL,Summer,57.49,145.0,2025-04-26,active
506,Elevation Half-Zip,Half-Zips,Women,Black,XS,Summer,51.12,122.0,2024-03-24,active
507,Elevation Half-Zip,Half-Zips,Women,Black,S,Winter,54.69,143.0,2024-08-24,active
508,Elevation Half-Zip,Half-Zips,Women,Black,M,Winter,47.26,110.0,2025-08-18,active
509,Elevation Half-Zip,Half-Zips,Women,Black,L,Winter,56.14,108.0,2025-07-08,active
510,Elevation Half-Zip,Half-Zips,Women,Black,XL,Winter,63.45,126.0,2025-07-23,active
511,Elevation Half-Zip,Half-Zips,Women,Stone,XS,Spring,43.26,122.0,2024-10-21,active
512,Elevation Half-Zip,Half-Zips,Women,Stone,S,Fall,56.2,131.0,2024-11-01,active
513,Elevation Half-Zip,Half-Zips,Women,Stone,M,Core,55.36,126.0,2024-12-29,active
514,Elevation Half-Zip,Half-Zips,Women,Stone,L,Winter,56.32,148.0,2024-03-10,active
515,Elevation Half-Zip,Half-Zips,Women,Stone,XL,Core,57.1,110.0,2025-06-26,active
516,Elevation Half-Zip,Half-Zips,Women,Oat,XS,Fall,44.42,112.0,2025-07-23,active
517,Elevation Half-Zip,Half-Zips,Women,Oat,S,Core,61.98,138.0,2024-06-20,active
518,Elevation Half-Zip,Half-Zips,Women,Oat,M,Summer,55.03,125.0,2024-08-08,active
519,Elevation Half-Zip,Half-Zips,Women,Oat,L,Spring,43.52,116.0,2024-04-18,active
520,Elevation Half-Zip,Half-Zips,Women,Oat,XL,Core,54.86,133.0,2025-08-30,active
521,Canyon Performance Half-Zip,Half-Zips,Men,Stone,XS,Winter,54.66,141.0,2025-08-12,active
522,Canyon Performance Half-Zip,Half-Zips,Men,Stone,S,Fall,52.2,113.0,2025-10-01,active
523,Canyon Performance Half-Zip,Half-Zips,Men,Stone,M,Fall,45.6,117.0,2024-08-07,active
524,Canyon Performance Half-Zip,Half-Zips,Men,Stone,L,Winter,49.25,118.0,2025-09-23,active
525,Canyon Performance Half-Zip,Half-Zips,Men,Stone,XL,Fall,56.6,118.0,2025-01-24,active
526,Canyon Performance Half-Zip,Half-Zips,Men,Charcoal,XS,Winter,60.31,123.0,2025-06-22,active
527,Canyon Performance Half-Zip,Half-Zips,Men,Charcoal,S,Core,47.82,108.0,2024-08-20,active
528,Canyon Performance Half-Zip,Half-Zips,Men,Charcoal,M,Winter,41.14,109.0,2025-07-28,active
529,Canyon Performance Half-Zip,Half-Zips,Men,Charcoal,L,Summer,50.2,141.0,2024-03-30,active
530,Canyon Performance Half-Zip,Half-Zips,Men,Charcoal,XL,Spring,56.15,138.0,2024-05-31,active
531,Canyon Performance Half-Zip,Half-Zips,Men,Black,XS,Winter,48.0,116.0,2024-10-05,active
532,Canyon Performance Half-Zip,Half-Zips,Men,Black,S,Spring,65.15,143.0,2025-04-17,active
533,Canyon Performance Half-Zip,Half-Zips,Men,Black,M,Summer,61.29,148.0,2025-02-21,active
534,Canyon Performance Half-Zip,Half-Zips,Men,Black,L,Spring,55.72,145.0,2025-09-27,active
535,Canyon Performance Half-Zip,Half-Zips,Men,Black,XL,Spring,49.35,138.0,2024-09-21,active
536,Canyon Performance Half-Zip,Half-Zips,Men,Oat,XS,Summer,43.31,116.0,2024-09-15,active
537,Canyon Performance Half-Zip,Half-Zips,Men,Oat,S,Fall,57.51,119.0,2024-05-15,active
538,Canyon Performance Half-Zip,Half-Zips,Men,Oat,M,Spring,54.3,140.0,2025-01-19,active
539,Canyon Performance Half-Zip,Half-Zips,Men,Oat,L,Fall,42.99,118.0,2024-01-16,active
540,Canyon Performance Half-Zip,Half-Zips,Men,Oat,XL,Winter,47.18,124.0,2024-09-14,active
541,Canyon Performance Half-Zip,Half-Zips,Women,Stone,XS,Winter,42.94,124.0,2024-02-24,active
542,Canyon Performance Half-Zip,Half-Zips,Women,Stone,S,Summer,64.44,134.0,2024-04-12,active
543,Canyon Performance Half-Zip,Half-Zips,Women,Stone,M,Spring,71.51,145.0,2024-06-07,active
544,Canyon Performance Half-Zip,Half-Zips,Women,Stone,L,Fall,40.84,117.0,2025-07-03,active
545,Canyon Performance Half-Zip,Half-Zips,Women,Stone,XL,Winter,54.17,120.0,2024-12-10,active
546,Canyon Performance Half-Zip,Half-Zips,Women,Charcoal,XS,Spring,54.3,113.0,2024-04-11,active
547,Canyon Performance Half-Zip,Half-Zips,Women,Charcoal,S,Spring,57.46,137.0,2024-02-06,active
548,Canyon Performance Half-Zip,Half-Zips,Women,Charcoal,M,Spring,61.15,129.0,2024-01-30,active
549,Canyon Performance Half-Zip,Half-Zips,Women,Charcoal,L,Core,54.07,138.0,2024-09-28,active
550,Canyon Performance Half-Zip,Half-Zips,Women,Charcoal,XL,Fall,50.37,117.0,2025-03-06,active
551,Canyon Performance Half-Zip,Half-Zips,Women,Black,XS,Core,53.86,131.0,2025-06-16,active
552,Canyon Performance Half-Zip,Half-Zips,Women,Black,S,Summer,55.74,145.0,2025-05-10,active
553,Canyon Performance Half-Zip,Half-Zips,Women,Black,M,Summer,58.61,135.0,2025-05-24,active
554,Canyon Performance Half-Zip,Half-Zips,Women,Black,L,Core,71.81,140.0,2024-01-06,active
555,Canyon Performance Half-Zip,Half-Zips,Women,Black,XL,Summer,74.99,145.0,2024-09-08,active
556,Canyon Performance Half-Zip,Half-Zips,Women,Oat,XS,Summer,56.99,134.0,2024-02-15,active
557,Canyon Performance Half-Zip,Half-Zips,Women,Oat,S,Spring,45.98,111.0,2025-01-28,active
558,Canyon Performance Half-Zip,Half-Zips,Women,Oat,M,Winter,57.33,119.0,2025-01-19,active
559,Canyon Performance Half-Zip,Half-Zips,Women,Oat,L,Summer,73.86,148.0,2025-05-14,active
560,Canyon Performance Half-Zip,Half-Zips,Women,Oat,XL,Summer,55.69,139.0,2024-05-30,active
561,Summit Knit Half-Zip,Half-Zips,Men,Plum,XS,Fall,64.01,145.0,2025-03-31,active
