order_id,customer_id,order_date,channel,region,order_status,total_amount
861,540,2025-07-11,Wholesale,Southwest,completed,94.0
862,380,2025-12-15,Ecommerce,Midwest,completed,262.8
863,90,2025-12-07,Ecommerce,Southwest,completed,107.0
864,145,2025-01-08,Retail,Northeast,completed,270.0
865,681,2025-08-05,Retail,Southwest,completed,422.0
866,164,2025-04-27,Retail,Southeast,completed,497.75
867,372,2025-09-09,Wholesale,Southeast,completed,387.0
868,1179,2025-09-14,Ecommerce,Midwest,completed,477.0
869,720,2025-03-15,Wholesale,Midwest,completed,59.0
870,597,2025-02-12,Retail,Northeast,completed,114.0
871,262,2025-03-16,Ecommerce,Southwest,completed,560.1
872,711,2025-02-27,Ecommerce,Northeast,completed,389.2
873,484,2025-06-30,Retail,Southwest,completed,453.1
874,908,2025-07-02,Ecommerce,West,completed,157.0
875,1127,2025-08-28,Retail,West,completed,238.0
876,905,2025-06-04,Ecommerce,Midwest,completed,119.0
877,758,2025-01-26,Ecommerce,Southeast,completed,178.0
878,561,2025-09-26,Ecommerce,Midwest,completed,1001.0
879,877,2025-09-15,Wholesale,Midwest,completed,729.0
880,996,2025-10-20,Retail,Southeast,completed,220.4
881,317,2025-01-05,Retail,Northeast,completed,357.0
882,428,2025-05-30,Retail,Southwest,completed,560.4
883,672,2025-01-15,Ecommerce,Northeast,completed,885.0
884,150,2025-01-30,Ecommerce,Northeast,completed,408.1
885,569,2025-03-09,Ecommerce,Northeast,completed,577.2
886,61,2025-08-16,Ecommerce,Midwest,completed,98.0
887,338,2025-04-12,Retail,Midwest,completed,122.0
888,208,2025-05-20,Ecommerce,Northeast,completed,123.0
889,206,2025-07-26,Retail,Southwest,completed,222.4
890,912,2025-07-09,Retail,Northeast,completed,62.0
891,170,2025-05-21,Retail,Southeast,completed,111.0
892,289,2025-11-12,Ecommerce,West,completed,96.0
893,1192,2025-04-25,Retail,Northeast,completed,853.7
894,1091,2025-11-16,Ecommerce,Northeast,completed,178.0
895,114,2025-09-05,Wholesale,Southwest,completed,384.0
896,1189,2025-03-31,Wholesale,Northeast,completed,99.0
897,1011,2025-02-05,Retail,Northeast,completed,243.0
898,750,2025-07-12,Ecommerce,Southwest,completed,564.45
899,1074,2025-06-02,Retail,Midwest,completed,519.2
900,138,2025-02-07,Ecommerce,Northeast,completed,300.0
901,337,2025-12-03,Ecommerce,Midwest,completed,228.0
902,1172,2025-12-11,Retail,West,completed,527.4
903,1054,2025-07-27,Retail,Southwest,completed,64.0
904,166,2025-10-09,Wholesale,Southwest,completed,229.1
905,1134,2025-03-01,Retail,Northeast,completed,266.0
906,962,2025-02-26,Ecommerce,Midwest,completed,784.8
907,761,2025-11-10,Ecommerce,West,completed,123.5
908,701,2025-07-14,Ecommerce,Southwest,completed,169.0
909,43,2025-11-07,Ecommerce,Northeast,completed,128.0
910,957,2025-03-23,Ecommerce,West,completed,155.0
911,307,2025-04-06,Ecommerce,Southwest,completed,187.75
912,782,2025-12-12,Ecommerce,Midwest,completed,467.0
913,413,2025-08-27,Ecommerce,Midwest,completed,665.0
914,138,2025-12-03,Wholesale,Northeast,completed,43.0
915,1100,2025-10-16,Wholesale,West,completed,622.7
916,108,2025-03-27,Retail,Southwest,completed,593.9
917,956,2025-04-21,Ecommerce,Southeast,completed,544.0
918,887,2025-03-10,Ecommerce,Midwest,completed,389.7
919,1145,2025-03-11,Ecommerce,Southwest,completed,120.0
920,1087,2025-08-05,Retail,Southwest,completed,101.0
921,935,2025-09-13,Retail,Southwest,completed,535.0
922,661,2025-08-19,Wholesale,Southeast,completed,432.0
923,354,2025-06-02,Ecommerce,West,completed,115.0
924,444,2025-01-11,Retail,Northeast,completed,103.0
925,1101,2025-01-22,Retail,Midwest,completed,41.6
926,662,2025-09-18,Ecommerce,Southeast,completed,624.6
927,1114,2025-10-27,Retail,Northeast,completed,189.0
928,366,2025-06-14,Ecommerce,West,completed,264.3
929,455,2025-02-27,Ecommerce,Northeast,completed,220.0
930,388,2025-10-22,Ecommerce,Midwest,completed,895.4
931,55,2025-07-16,Ecommerce,Southeast,completed,44.0
932,513,2025-09-09,Retail,Midwest,completed,222.0
933,618,2025-06-23,Retail,Southeast,completed,1108.5
934,765,2025-01-01,Ecommerce,West,completed,362.0
935,304,2025-05-19,Ecommerce,Northeast,completed,116.85
936,174,2025-01-30,Ecommerce,Midwest,completed,57.0
937,116,2025-08-15,Ecommerce,Northeast,completed,236.0
938,52,2025-04-05,Retail,Southwest,completed,183.0
939,170,2025-03-25,Ecommerce,Southeast,completed,53.55
940,41,2025-03-29,Retail,Northeast,completed,202.0
941,559,2025-09-28,Ecommerce,Midwest,completed,169.0
942,955,2025-04-23,Wholesale,Southwest,completed,54.0
943,173,2025-04-17,Ecommerce,Southwest,completed,104.0
944,698,2025-10-04,Retail,West,completed,208.0
945,688,2025-05-14,Ecommerce,West,completed,446.0
946,1035,2025-01-31,Ecommerce,Midwest,completed,102.5
947,682,2025-03-05,Ecommerce,Southwest,completed,498.0
948,814,2025-04-02,Ecommerce,Northeast,completed,291.2
949,228,2025-12-26,Ecommerce,Southeast,completed,231.8
950,1105,2025-08-21,Ecommerce,Southeast,completed,123.0
951,1087,2025-10-18,Retail,Southwest,completed,578.95
952,19,2025-06-04,Retail,Northeast,completed,217.4
953,1139,2025-07-29,Wholesale,Northeast,completed,343.2
954,383,2025-02-16,Retail,Midwest,completed,596.05
955,800,2025-10-12,Retail,Southeast,completed,355.1
956,1027,2025-09-26,Ecommerce,West,completed,249.0
957,1091,2025-09-10,Retail,Northeast,completed,108.0
958,654,2025-07-27,Ecommerce,West,completed,356.0
959,515,2025-09-01,Ecommerce,Southeast,completed,111.0
960,555,2025-10-05,Ecommerce,Northeast,completed,162.0
961,1041,2025-03-04,Retail,West,completed,147.0
962,351,2025-12-14,Ecommerce,Northeast,completed,351.0
963,177,2025-08-05,Ecommerce,Midwest,completed,564.0
964,126,2025-08-10,Ecommerce,Midwest,completed,60.0
965,68,2025-10-28,Ecommerce,West,completed,342.0
966,728,2025-01-13,Ecommerce,Midwest,completed,125.4
967,1131,2025-01-06,Ecommerce,Northeast,completed,256.0
968,605,2025-07-29,Wholesale,Midwest,completed,216.0
969,616,2025-03-25,Retail,West,completed,156.8
970,1130,2025-09-12,Retail,West,completed,77.0
971,262,2025-06-05,Ecommerce,Southwest,completed,148.0
972,350,2025-03-26,Retail,Northeast,completed,116.0
973,176,2025-01-11,Retail,Southeast,completed,151.0
974,779,2025-01-10,Wholesale,Northeast,completed,356.4
975,227,2025-02-20,Ecommerce,Midwest,completed,344.5
976,1092,2025-11-11,Retail,Southwest,completed,441.35
977,193,2025-11-09,Ecommerce,Midwest,completed,705.0
978,98,2025-07-29,Ecommerce,Southeast,completed,534.0
979,336,2025-08-13,Retail,Southwest,completed,125.0
980,284,2025-09-20,Ecommerce,Southwest,completed,174.0
981,281,2025-07-23,Ecommerce,West,completed,314.0
982,570,2025-05-01,Ecommerce,Northeast,completed,106.0
983,425,2025-05-23,Ecommerce,Southeast,completed,239.95
984,852,2025-04-09,Retail,Midwest,completed,458.0
985,1109,2025-06-24,Retail,Southeast,completed,195.0
986,238,2025-08-21,Ecommerce,Southeast,completed,57.8
987,581,2025-10-31,Retail,Southeast,completed,232.0
988,682,2025-04-07,Ecommerce,Southwest,completed,512.2
989,288,2025-05-06,Ecommerce,Southeast,completed,52.0
990,1001,2025-08-28,Retail,Southwest,completed,233.15
991,67,2025-09-27,Ecommerce,Midwest,completed,183.25
992,584,2025-04-16,Ecommerce,Southeast,completed,174.0
993,559,2025-07-07,Ecommerce,Midwest,completed,424.9
994,174,2025-02-23,Ecommerce,Midwest,completed,614.75
995,357,2025-03-11,Ecommerce,Southeast,completed,393.0
996,287,2025-09-06,Ecommerce,Midwest,completed,284.6
997,238,2025-05-28,Ecommerce,Southeast,completed,264.0
998,1152,2025-08-26,Ecommerce,Northeast,completed,140.65
999,620,2025-01-23,Ecommerce,Southeast,completed,391.7
1000,252,2025-02-13,Retail,Midwest,completed,354.15
1001,781,2025-06-28,Wholesale,Southwest,completed,324.55
1002,127,2025-07-05,Ecommerce,Midwest,completed,783.0
1003,1087,2025-02-14,Ecommerce,Southwest,completed,387.0
1004,920,2025-07-29,Ecommerce,Midwest,completed,135.0
1005,899,2025-06-09,Ecommerce,Midwest,completed,700.8
1006,612,2025-04-08,Ecommerce,Midwest,completed,207.0
1007,862,2025-05-25,Ecommerce,Northeast,completed,177.65
1008,512,2025-04-20,Ecommerce,Southeast,completed,194.4
1009,625,2025-02-15,Ecommerce,Southeast,completed,199.5
1010,301,2025-06-28,Retail,Midwest,completed,822.0
1011,547,2025-11-12,Retail,West,completed,107.0
1012,122,2025-10-22,Ecommerce,Northeast,completed,138.0
1013,73,2025-12-30,Retail,West,completed,321.0
1014,299,2025-08-18,Ecommerce,West,completed,492.95
1015,696,2025-03-27,Retail,Southeast,completed,59.0
1016,59,2025-09-14,Retail,West,completed,147.0
1017,274,2025-07-02,Ecommerce,Midwest,completed,330.0
1018,385,2025-12-27,Ecommerce,Northeast,completed,340.9
1019,284,2025-10-01,Ecommerce,Southwest,completed,170.0
1020,780,2025-06-22,Ecommerce,Midwest,completed,765.0
1021,146,2025-11-03,Wholesale,Southwest,completed,351.0
1022,971,2025-02-09,Retail,Southeast,completed,100.0
1023,1034,2025-01-14,Wholesale,Midwest,completed,212.0
1024,842,2025-05-20,Ecommerce,Southwest,completed,290.0
1025,673,2025-04-09,Wholesale,Southwest,completed,238.4
1026,741,2025-05-08,Ecommerce,West,completed,180.0
1027,1198,2025-03-04,Retail,Midwest,completed,163.0
1028,919,2025-11-13,Ecommerce,West,completed,606.0
1029,163,2025-01-23,Retail,Midwest,completed,252.9
1030,1040,2025-05-09,Retail,Southwest,completed,362.6
1031,137,2025-10-03,Ecommerce,Southeast,completed,202.0
1032,289,2025-09-29,Retail,West,completed,148.0
1033,314,2025-12-31,Ecommerce,Southwest,completed,126.0
1034,117,2025-07-18,Wholesale,Southwest,completed,195.0
1035,272,2025-06-17,Ecommerce,Southeast,completed,204.35
1036,189,2025-08-21,Ecommerce,West,completed,219.55
1037,1071,2025-01-18,Ecommerce,Southwest,completed,124.2
1038,292,2025-09-13,Ecommerce,Midwest,completed,448.8
1039,838,2025-06-16,Retail,Midwest,completed,198.0
1040,606,2025-08-29,Wholesale,Midwest,completed,125.0
1041,111,2025-06-24,Ecommerce,Northeast,completed,339.0
1042,63,2025-06-20,Ecommerce,Southeast,completed,305.5
1043,702,2025-12-08,Ecommerce,Southwest,completed,294.0
1044,502,2025-12-06,Ecommerce,Southwest,completed,239.0
1045,1143,2025-08-12,Retail,Midwest,completed,43.2
1046,85,2025-03-08,Ecommerce,Southwest,completed,364.6
1047,191,2025-04-23,Retail,Midwest,completed,58.0
1048,338,2025-04-05,Ecommerce,Midwest,completed,140.25
1049,271,2025-01-07,Wholesale,West,completed,397.0
1050,983,2025-10-30,Ecommerce,Northeast,completed,656.0
1051,666,2025-01-20,Retail,West,completed,61.0
1052,296,2025-09-26,Ecommerce,Northeast,completed,341.0
1053,59,2025-04-12,Ecommerce,West,completed,108.0
1054,746,2025-12-29,Ecommerce,Southwest,completed,493.8
1055,394,2025-07-24,Ecommerce,Southwest,completed,114.0
1056,146,2025-01-06,Ecommerce,Southwest,completed,213.8
1057,736,2025-11-10,Ecommerce,Midwest,completed,50.0
1058,1077,2025-08-20,Ecommerce,Northeast,completed,324.0
1059,115,2025-08-07,Retail,Midwest,completed,231.0
1060,1163,2025-12-23,Ecommerce,West,completed,146.0
1061,1012,2025-06-14,Ecommerce,Midwest,completed,433.6
1062,251,2025-08-28,Ecommerce,Northeast,completed,180.0
1063,1044,2025-05-04,Ecommerce,Northeast,completed,244.0
1064,994,2025-11-23,Wholesale,Southeast,completed,132.0
1065,596,2025-01-03,Ecommerce,West,completed,540.1
1066,234,2025-04-28,Ecommerce,Southwest,completed,152.0
1067,1137,2025-11-15,Retail,Northeast,completed,318.0
1068,1110,2025-08-04,Wholesale,Northeast,completed,348.0
1069,916,2025-09-08,Ecommerce,Northeast,completed,57.0
1070,96,2025-06-27,Ecommerce,West,completed,710.95
1071,945,2025-11-30,Retail,Midwest,completed,462.1
1072,375,2025-09-26,Retail,Southwest,completed,56.0
1073,508,2025-06-10,Ecommerce,Southeast,completed,64.0
1074,296,2025-04-20,Wholesale,Northeast,completed,360.0
1075,887,2025-07-30,Ecommerce,Midwest,completed,197.5
1076,648,2025-11-28,Ecommerce,Southeast,completed,374.0
1077,298,2025-08-10,Retail,Southwest,completed,61.6
1078,207,2025-10-17,Retail,Midwest,completed,368.0
1079,750,2025-06-27,Ecommerce,Southwest,completed,68.0
1080,407,2025-06-20,Ecommerce,West,completed,104.0
1081,693,2025-08-05,Ecommerce,Midwest,completed,133.0
1082,784,2025-10-21,Ecommerce,Midwest,completed,363.0
1083,487,2025-12-01,Retail,Southeast,completed,60.0
1084,265,2025-07-15,Ecommerce,Midwest,completed,221.0
1085,444,2025-03-20,Wholesale,Northeast,completed,327.0
1086,235,2025-05-08,Retail,West,completed,407.0
1087,831,2025-09-04,Retail,Southeast,completed,104.0
1088,107,2025-11-01,Ecommerce,Midwest,completed,63.0
1089,472,2025-03-14,Ecommerce,Northeast,completed,466.6
1090,492,2025-08-02,Ecommerce,Midwest,completed,126.0
1091,548,2025-09-11,Retail,West,completed,85.0
1092,967,2025-09-27,Ecommerce,Southeast,completed,397.0
1093,869,2025-01-20,Retail,Southeast,completed,230.1
1094,516,2025-04-07,Ecommerce,West,completed,713.9
1095,483,2025-12-20,Ecommerce,Southwest,completed,89.0
1096,720,2025-06-05,Ecommerce,Midwest,completed,784.95
1097,980,2025-06-04,Retail,Midwest,completed,109.0
1098,82,2025-10-01,Ecommerce,Midwest,completed,338.0
1099,490,2025-12-20,Ecommerce,Midwest,completed,355.0
1100,743,2025-02-06,Retail,West,completed,250.0
1101,918,2025-05-15,Wholesale,Midwest,completed,234.0
1102,109,2025-09-30,Wholesale,West,completed,387.0
1103,180,2025-11-08,Ecommerce,Midwest,completed,546.8
1104,642,2025-10-15,Ecommerce,Midwest,completed,92.0
1105,66,2025-05-27,Wholesale,Northeast,completed,191.1
1106,283,2025-10-17,Ecommerce,West,completed,192.0
1107,119,2025-02-07,Ecommerce,West,completed,192.0
1108,12,2025-01-23,Wholesale,Northeast,completed,69.3
1109,85,2025-10-30,Wholesale,Southwest,completed,315.0
1110,236,2025-05-16,Ecommerce,Midwest,completed,446.0
1111,606,2025-08-04,Retail,Midwest,completed,191.0
1112,786,2025-10-28,Ecommerce,Southeast,completed,528.0
1113,1037,2025-02-08,Retail,West,completed,44.8
1114,1176,2025-05-25,Ecommerce,West,completed,437.0
1115,120,2025-12-22,Ecommerce,West,completed,625.6
1116,258,2025-08-13,Retail,Midwest,completed,450.7
1117,678,2025-04-14,Ecommerce,Southeast,completed,552.65
1118,273,2025-05-29,Ecommerce,Southwest,completed,59.0
1119,749,2025-10-04,Ecommerce,Midwest,completed,327.95
1120,20,2025-03-09,Wholesale,Northeast,completed,321.0
1121,697,2025-12-09,Ecommerce,Midwest,completed,432.0
1122,797,2025-07-31,Wholesale,Northeast,completed,98.1
1123,285,2025-05-02,Ecommerce,Midwest,completed,603.0
1124,1008,2025-02-24,Ecommerce,Southeast,completed,74.0
1125,217,2025-12-27,Ecommerce,West,completed,213.0
1126,283,2025-02-10,Ecommerce,West,completed,531.9
1127,1114,2025-08-08,Ecommerce,Northeast,completed,221.55
1128,422,2025-02-28,Ecommerce,Northeast,completed,400.0
1129,17,2025-03-21,Ecommerce,West,completed,296.7
1130,1054,2025-11-06,Wholesale,Southwest,completed,641.6
1131,650,2025-02-03,Ecommerce,Northeast,completed,419.25
1132,678,2025-09-18,Ecommerce,Southeast,completed,681.0
1133,419,2025-07-22,Ecommerce,Southeast,completed,640.9
1134,363,2025-04-11,Ecommerce,Southwest,completed,90.0
1135,673,2025-02-08,Ecommerce,Southwest,completed,83.2
1136,1089,2025-05-25,Ecommerce,Northeast,completed,518.0
1137,388,2025-03-26,Wholesale,Midwest,completed,250.0
1138,28,2025-11-03,Retail,Northeast,completed,472.0
1139,484,2025-04-13,Ecommerce,Southwest,completed,261.0
1140,219,2025-08-10,Ecommerce,Southwest,completed,428.0
1141,78,2025-01-26,Wholesale,Southeast,completed,533.35
1142,641,2025-07-08,Wholesale,Midwest,completed,298.2
1143,1194,2025-01-13,Ecommerce,West,completed,621.0
1144,347,2025-01-16,Ecommerce,Southwest,completed,375.0
1145,316,2025-11-14,Ecommerce,West,completed,180.0
1146,217,2025-09-30,Ecommerce,West,completed,340.2
1147,846,2025-04-25,Ecommerce,Southwest,completed,132.0
1148,921,2025-05-13,Ecommerce,West,completed,145.0
1149,672,2025-04-16,Retail,Northeast,completed,202.2
1150,184,2025-02-27,Ecommerce,Southwest,completed,121.0
1151,793,2025-10-26,Ecommerce,Southeast,completed,525.3
1152,394,2025-04-29,Retail,Southwest,completed,236.8
1153,159,2025-05-08,Ecommerce,Midwest,completed,432.75
1154,803,2025-03-04,Retail,Southwest,completed,100.0
1155,1026,2025-01-27,Retail,West,completed,268.0
1156,4,2025-06-14,Ecommerce,Southeast,completed,399.0
1157,767,2025-10-03,Ecommerce,Southeast,completed,39.2
1158,49,2025-10-03,Ecommerce,Midwest,completed,351.0
1159,375,2025-07-20,Retail,Southwest,completed,88.2
1160,495,2025-07-22,Ecommerce,Northeast,completed,706.2
1161,331,2025-07-25,Ecommerce,Midwest,completed,331.8
1162,37,2025-12-12,Ecommerce,West,completed,55.25
1163,1163,2025-07-10,Wholesale,West,completed,489.5
1164,550,2025-03-16,Retail,Midwest,completed,105.6
1165,1052,2025-10-03,Retail,Midwest,completed,45.9
1166,509,2025-10-27,Ecommerce,Midwest,completed,118.0
1167,118,2025-11-11,Ecommerce,Southwest,completed,669.6
1168,605,2025-09-14,Wholesale,Midwest,completed,432.4
1169,333,2025-01-09,Ecommerce,Northeast,completed,204.0
1170,27,2025-04-01,Ecommerce,West,completed,219.0
1171,334,2025-12-19,Ecommerce,Southeast,completed,88.2
1172,398,2025-12-24,Wholesale,Midwest,completed,123.0
1173,749,2025-08-05,Wholesale,Midwest,completed,378.2
1174,567,2025-09-14,Ecommerce,Southwest,completed,318.0
1175,1146,2025-12-27,Ecommerce,Southeast,completed,205.2
1176,871,2025-10-02,Ecommerce,Midwest,completed,110.0
1177,806,2025-09-28,Retail,Northeast,completed,514.0
1178,1050,2025-07-21,Retail,Midwest,completed,437.5
1179,21,2025-02-22,Ecommerce,Southeast,completed,76.8
1180,492,2025-10-31,Ecommerce,Midwest,completed,150.0
1181,1151,2025-03-29,Ecommerce,West,completed,217.0
1182,392,2025-10-03,Ecommerce,Midwest,completed,146.8
1183,216,2025-07-24,Retail,Northeast,completed,415.0
1184,825,2025-05-10,Ecommerce,Midwest,completed,144.0
1185,1181,2025-09-10,Ecommerce,Southeast,completed,142.0
1186,535,2025-01-03,Ecommerce,Southeast,completed,152.0
1187,636,2025-04-19,Wholesale,Southwest,completed,334.9
1188,1142,2025-04-06,Wholesale,West,completed,201.6
1189,407,2025-07-04,Ecommerce,West,completed,686.0
1190,483,2025-05-28,Ecommerce,Southwest,completed,244.0
1191,387,2025-02-21,Ecommerce,Southeast,completed,107.0
1192,160,2025-12-10,Ecommerce,Southeast,completed,125.0
1193,478,2025-05-04,Wholesale,Northeast,completed,843.65
1194,294,2025-07-04,Ecommerce,West,completed,415.0
1195,1046,2025-06-11,Wholesale,Midwest,completed,315.3
1196,743,2025-11-07,Retail,West,completed,821.7
1197,964,2025-03-30,Retail,Midwest,completed,566.0
1198,451,2025-03-24,Ecommerce,West,completed,605.0
1199,475,2025-10-24,Wholesale,West,completed,64.0
1200,257,2025-06-09,Retail,West,completed,428.65
1201,1053,2025-02-26,Ecommerce,Northeast,completed,971.35
1202,695,2025-01-18,Ecommerce,Midwest,completed,210.0
1203,468,2025-12-04,Ecommerce,Midwest,completed,40.5
1204,47,2025-08-30,Retail,Midwest,completed,285.2
1205,439,2025-11-10,Ecommerce,West,completed,671.0
1206,732,2025-12-11,Ecommerce,West,completed,411.0
1207,143,2025-03-16,Retail,Southwest,completed,71.0
1208,1007,2025-08-11,Ecommerce,Southeast,completed,137.0
1209,326,2025-02-06,Ecommerce,Southwest,completed,325.2
1210,158,2025-06-01,Retail,West,completed,704.7
1211,624,2025-03-15,Wholesale,Midwest,completed,297.4
1212,880,2025-09-19,Retail,West,completed,333.0
1213,1098,2025-09-12,Retail,Northeast,completed,260.0
1214,614,2025-11-19,Ecommerce,Midwest,completed,176.0
1215,1170,2025-01-24,Ecommerce,Midwest,completed,456.05
1216,529,2025-06-22,Ecommerce,Northeast,completed,356.0
1217,74,2025-09-04,Ecommerce,Southwest,completed,202.0
1218,537,2025-12-15,Ecommerce,West,completed,49.0
1219,490,2025-08-17,Ecommerce,Midwest,completed,422.6
1220,19,2025-08-21,Ecommerce,Northeast,completed,90.0
1221,1079,2025-06-14,Ecommerce,Southeast,completed,126.0
1222,528,2025-01-24,Ecommerce,Southeast,completed,112.0
1223,920,2025-12-03,Ecommerce,Midwest,completed,161.0
1224,920,2025-05-22,Ecommerce,Midwest,completed,755.8
1225,1148,2025-01-31,Retail,Northeast,completed,443.4
1226,130,2025-04-05,Retail,Southwest,completed,102.85
1227,601,2025-08-26,Retail,Southwest,completed,731.3
1228,702,2025-06-29,Ecommerce,Southwest,completed,643.0
1229,235,2025-12-23,Ecommerce,West,completed,114.0
1230,66,2025-06-12,Retail,Northeast,completed,722.0
1231,757,2025-05-30,Ecommerce,Southeast,completed,265.2
1232,531,2025-11-18,Ecommerce,Southwest,completed,438.05
1233,999,2025-12-28,Ecommerce,Midwest,completed,136.8
1234,959,2025-05-31,Ecommerce,Southwest,completed,206.0
1235,548,2025-04-02,Ecommerce,West,completed,617.4
1236,850,2025-11-17,Ecommerce,Northeast,completed,779.05
1237,779,2025-03-21,Ecommerce,Northeast,completed,411.9
1238,487,2025-10-17,Wholesale,Southeast,completed,235.35
1239,1104,2025-02-13,Ecommerce,Southeast,completed,194.0
1240,519,2025-08-11,Retail,Southwest,completed,110.0
1241,21,2025-06-27,Ecommerce,Southeast,completed,106.25
1242,1131,2025-04-30,Ecommerce,Northeast,completed,177.0
1243,688,2025-06-22,Ecommerce,West,completed,224.25
1244,797,2025-09-05,Ecommerce,Northeast,completed,248.0
1245,797,2025-12-26,Retail,Northeast,completed,406.25
1246,251,2025-06-22,Wholesale,Northeast,completed,160.0
1247,292,2025-11-29,Retail,Midwest,completed,720.5
1248,477,2025-08-20,Ecommerce,Southeast,completed,55.0
1249,403,2025-08-21,Ecommerce,Southwest,completed,111.0
1250,763,2025-03-12,Retail,West,completed,56.95
1251,1200,2025-08-31,Ecommerce,West,completed,328.15
1252,937,2025-12-26,Wholesale,Midwest,completed,465.25
1253,1155,2025-09-21,Ecommerce,Midwest,completed,180.0
1254,274,2025-06-04,Retail,Midwest,completed,318.0
1255,634,2025-08-31,Ecommerce,Southeast,completed,129.6
1256,957,2025-10-13,Retail,West,completed,108.0
1257,1123,2025-01-29,Wholesale,Midwest,completed,270.0
1258,822,2025-03-29,Ecommerce,Southeast,completed,129.0
1259,55,2025-11-10,Ecommerce,Southeast,completed,127.3
1260,914,2025-04-29,Ecommerce,Southeast,completed,241.0
1261,481,2025-04-24,Ecommerce,Midwest,completed,428.5
1262,417,2025-02-19,Retail,Midwest,completed,364.6
1263,1108,2025-11-28,Ecommerce,Northeast,completed,687.2
1264,817,2025-04-30,Ecommerce,Southwest,completed,367.5
1265,924,2025-01-23,Retail,Southwest,completed,595.0
1266,85,2025-11-02,Retail,Southwest,completed,463.25
1267,330,2025-06-08,Ecommerce,Southwest,completed,624.1
1268,118,2025-02-09,Ecommerce,Southwest,completed,630.0
1269,643,2025-07-19,Ecommerce,West,completed,266.0
1270,819,2025-01-21,Retail,Northeast,completed,539.0
1271,2,2025-06-22,Ecommerce,Southeast,completed,432.3
1272,401,2025-12-02,Ecommerce,Northeast,completed,669.15
1273,297,2025-03-29,Retail,Northeast,completed,100.0
1274,1090,2025-12-21,Retail,Southwest,completed,189.0
1275,124,2025-06-14,Ecommerce,Southwest,completed,120.0
1276,193,2025-08-08,Wholesale,Midwest,completed,170.0
1277,636,2025-11-28,Ecommerce,Southwest,completed,345.0
1278,977,2025-09-21,Ecommerce,Midwest,completed,240.0
1279,1200,2025-06-06,Wholesale,West,completed,118.75
1280,146,2025-03-21,Ecommerce,Southwest,completed,374.2
1281,447,2025-06-07,Ecommerce,Southwest,completed,315.2
1282,179,2025-05-11,Ecommerce,Southwest,completed,204.0
1283,564,2025-02-22,Ecommerce,Southeast,completed,165.75
1284,221,2025-10-20,Ecommerce,Northeast,completed,1114.8
1285,975,2025-10-13,Ecommerce,Northeast,completed,119.0
1286,336,2025-04-12,Retail,Southwest,completed,229.35
1287,856,2025-05-12,Wholesale,Southeast,completed,107.0
1288,723,2025-08-16,Ecommerce,Northeast,completed,246.4
1289,561,2025-01-16,Retail,Midwest,completed,673.2
1290,176,2025-10-27,Ecommerce,Southeast,completed,125.0
1291,279,2025-03-10,Ecommerce,Southwest,completed,248.0
1292,792,2025-01-03,Ecommerce,Southwest,completed,212.0
1293,864,2025-08-15,Ecommerce,Northeast,completed,585.0
1294,917,2025-05-19,Wholesale,West,completed,106.2
1295,413,2025-02-01,Ecommerce,Midwest,completed,657.0
1296,836,2025-07-26,Retail,Midwest,completed,108.0
1297,81,2025-01-11,Ecommerce,Northeast,completed,124.0
1298,898,2025-05-03,Ecommerce,Southwest,completed,552.0
1299,728,2025-06-04,Ecommerce,Midwest,completed,230.0
1300,35,2025-04-11,Retail,Northeast,completed,338.0
1301,1193,2025-08-15,Retail,Northeast,completed,129.0
1302,276,2025-02-25,Ecommerce,Southwest,completed,311.0
1303,960,2025-07-31,Retail,Southwest,completed,843.9
1304,961,2025-10-07,Ecommerce,Southeast,completed,156.0
1305,483,2025-01-08,Retail,Southwest,completed,452.0
1306,345,2025-03-04,Retail,West,completed,586.1
1307,241,2025-11-22,Ecommerce,Midwest,completed,106.0
1308,1104,2025-02-07,Ecommerce,Southeast,completed,537.0
1309,239,2025-05-31,Ecommerce,West,completed,299.25
1310,110,2025-06-21,Retail,Southwest,completed,371.1
1311,1076,2025-06-04,Wholesale,West,completed,106.0
1312,609,2025-01-22,Retail,Southwest,completed,123.25
1313,827,2025-02-03,Ecommerce,Southeast,completed,314.0
1314,720,2025-10-24,Ecommerce,Midwest,completed,119.0
1315,223,2025-01-19,Retail,Midwest,completed,124.0
1316,73,2025-04-28,Retail,West,completed,439.4
1317,461,2025-05-03,Retail,Northeast,completed,391.2
1318,312,2025-09-28,Retail,West,completed,218.0
1319,680,2025-09-28,Retail,Northeast,completed,325.6
1320,638,2025-08-23,Retail,Southeast,completed,664.2
1321,15,2025-07-06,Ecommerce,Northeast,completed,271.8
1322,1128,2025-07-31,Ecommerce,Northeast,completed,1327.0
1323,234,2025-04-11,Ecommerce,Southwest,completed,624.0
1324,524,2025-11-12,Ecommerce,Southwest,completed,785.85
1325,1046,2025-05-21,Ecommerce,Midwest,completed,264.0
1326,661,2025-11-20,Ecommerce,Southeast,completed,352.8
1327,1000,2025-09-19,Ecommerce,Midwest,completed,200.0
1328,221,2025-10-28,Ecommerce,Northeast,completed,85.0
1329,779,2025-06-07,Ecommerce,Northeast,completed,94.4
1330,602,2025-11-06,Retail,West,completed,656.4
1331,868,2025-07-07,Ecommerce,Midwest,completed,553.6
1332,636,2025-11-21,Ecommerce,Southwest,completed,301.6
1333,109,2025-10-19,Ecommerce,West,completed,48.45
1334,972,2025-04-27,Retail,Northeast,completed,418.0
1335,35,2025-09-01,Ecommerce,Northeast,completed,693.25
